name,padrillo,M,Dam_Mean_T3_BSN,Best_Foal_Bsn,mother,Momsiblings,uncles,M_age_at_birth,MomSib_Sibs_raced_at2y,MomSib_wnrs_STK_at2y,birth_eday,MomSib_wnrs3yo_at2y,sex,FathSibSTKWnrsPerOffs,FathSibSTKWnrShL4Gens,PS,PR,PRS,date,title,source,eday,auctionYear,auctionOrder,haras1,ageAtAuction,valueUSDB,pricePerBp,Sire_PS,f_STK_races_total_races,raced_won_g1_yn,cei_per_offs
DIAMAN NISTEL,VAN NISTELROOY (USA),DIAMOND FITZ,93.895699,119.27989,-.061300099,.18856561,.050992846,18.09041,5,0,09aug2016,2,1,.052208837,.023696683,,,,"26 sep, 2018",Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,26sep2018,2018,23,Firmamento,2.1315069,11280.168,2681.217,.27869198,.074498564,y-n-n,1.8392991
CAMP HOLLAND,CAMPANOLOGIST (USA),QUEEN HOLLAND,97.497223,98.315727,.16299161,-.076497905,.038894489,7.5095892,0,0,15aug2016,0,2,.010526316,.012345679,,,,"26 sep, 2018",Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,26sep2018,2018,16,Firmamento,2.1150684,11017.839,2111.7156,.085980922,.083333336,n-n-n,
SO SO COOL,SEBI HALO,SPLIT SECOND,44.035954,111.17578,-.031604826,.30366832,-.01559709,10.572602,4,0,05sep2016,0,1,.033088237,.026402641,,,,"24 mar, 2019",Resumen Gran Venta Anual Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-anual-haras-el-paraiso/,24mar2019,2019,99,El Paraiso,2.5479453,3892.3596,1743.7446,.066339582,.057524782,n-n-n,2.5892797
LOCKE,ROMAN RULER (USA),LA MUSICAL,,95.194519,.086374581,-.076497905,-.0093257427,4.9534245,0,0,15aug2016,0,2,.059390049,.039393939,,,,"31 jul, 2018",Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,31jul2018,2018,3,Vacacion,1.9589041,14169.323,3132.0276,.36710611,.097544789,n-n-n,
INESSA,REMOTE (GB),INDIAN GOT,109.38641,82.557549,.07798177,-.076497905,.0232701,9.9945202,0,0,11aug2016,0,1,0,0,,,,"31 jul, 2018",Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,31jul2018,2018,37,Vacacion,1.9698631,7438.895,2925.3,.13204831,,n-n-n,0
GABYTO CAT,HURRICANE CAT (USA),GABANA,96.133499,96.992722,.099364102,.0039205328,.089432597,12.139726,2,0,29aug2016,0,2,.038922157,.041935485,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,27,La Yangonea,1.9616438,6050.4204,1664.4265,.36098051,.083984375,y-n-n,.33211228
IMPRESSIVE BOY,ASIATIC BOY,IMPRESSIVE STRIPE,101.47314,93.807526,.11606312,-.076497905,.036407977,7.9726028,0,0,23aug2016,0,2,.010309278,.0098360656,,,,"22 aug, 2018",Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,22aug2018,2018,18,Abolengo,1.9972603,8599.3486,6500.5215,.10781419,.033426184,y-n-n,
ELEGANTE JACK,GALICADO,ELEGANZA POP,83.70874,94.649925,.087704748,-.076497905,.00210426,7.0657535,1,0,23aug2016,0,2,0,0,,,,"13 sep, 2018",Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,13sep2018,2018,5,Abolengo,2.0575342,2077.9221,715.0014,.044518411,,n-n-n,
ILUSION PAMPA,EXCHANGE RATE (USA),ILUMINATIVA,,117.34961,-.22786689,.27679947,-.011716582,15.854795,6,1,24aug2016,2,1,.058064517,.05859375,,,,"13 sep, 2018",Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,13sep2018,2018,10,Abolengo,2.0547945,20779.221,9644.5381,.33372596,.094339624,n-n-n,2.9148653
MANDARINO DULCE,LIZARD ISLAND (USA),MANDARIN FLIGHT,,102.33469,.071807384,.03354837,.036324292,7.838356,2,0,28aug2016,0,2,.026415095,.023460411,,,,"22 aug, 2018",Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,22aug2018,2018,17,Abolengo,1.9835616,7296.417,1607.8558,.22412819,.049255442,n-n-n,1.9249749
TABINA,REMOTE (GB),LA TAVOLA,79.267616,106.09566,.069270492,-.024225924,.027818829,9.871233,1,0,10aug2016,0,1,0,0,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,12,Embrujo,2.0136986,5042.0166,2517.3491,.1321665,,n-n-n,.7145983
JOY MALIBU,FORTIFY (USA),STORMY MANDAS,,108.29735,-.0704422,.1561825,.03510806,11.049315,3,0,02sep2016,0,1,.055555556,.1,,,,"17 aug, 2018",Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,17aug2018,2018,48,,1.9561644,23115.578,2235.7688,.89874136,.31428573,n-n-n,3.9022448
JOY DORSIA,FORTIFY (USA),STORMY DORA,80.181709,105.81747,-.12597018,.051300578,.035246849,12.10411,6,0,08sep2016,0,1,.054545455,.1,,,,"17 aug, 2018",Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,17aug2018,2018,28,,1.939726,12060.302,2086.1199,.89804149,.30769232,y-n-n,1.7706826
OLEK JOY,FORTIFY (USA),TE OLVIDE,87.961121,87.727844,.11661106,-.076497905,.0232701,8.9808216,2,0,09sep2016,0,2,.054054055,.1,,,,"17 aug, 2018",Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,17aug2018,2018,80,,1.9369863,13065.326,1989.7063,.89792502,.30769232,n-n-n,0
POLACA,ASIATIC BOY,POLARIZADA,89.929222,113.62846,-.11341035,.12914827,.0041760504,12.010959,5,1,31aug2016,1,1,.010204081,.0098360656,,,,"22 aug, 2018",Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,22aug2018,2018,9,Abolengo,1.9753425,23452.768,21226.23,.10581824,.033149172,y-n-n,2.4229286
DANCE ON THE SEA,EXCHANGE RATE (USA),DANCING PARTNER,93.937149,107.80221,-.0044104457,-.024637647,-.011626936,14.082191,3,0,03sep2016,0,1,.056603774,.05859375,,,,"22 aug, 2018",Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,22aug2018,2018,5,Abolengo,1.9671233,23452.768,13957.355,.33099774,.094034672,y-n-n,.43713126
INDISTINTAMENTE,EXPRESSIVE HALO,INDISTINTA,,95.856873,.072969794,-.01115793,.036157861,8.9726028,2,0,06sep2016,0,1,.0074074073,.0086956518,,,,"22 aug, 2018",Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,22aug2018,2018,13,Abolengo,1.9589041,7035.8306,3342.6941,.11967355,.047244094,n-n-n,.94547105
ARILEY,ARISTOCITY,ECLIPSADORA WEST,106.1426,108.23539,.036384135,.37077445,.0039792582,10.054794,1,0,06aug2016,0,1,0,0,,,,"22 aug, 2018",Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,22aug2018,2018,33,E. La Josefina,2.0438356,2605.863,1624.75,-.089291096,0,n-n-n,
LADY WINTER,CURLINELLO (USA),LAZES LADY,92.136215,96.629997,-.14327019,.037820123,.0099711344,14.093151,4,0,21sep2016,1,1,.010752688,.011764706,,,,"7 Dec, 2018",Gran Venta Fallow Pellegrini  Resumen,https://www.turfdiario.com/gran-venta-fallow-pellegrini-resumen/,07dec2018,2018,7,Orilla Del Monte,2.210959,24786.418,23030.672,.13228528,.070588239,n-n-n,.54262078
KANDANUR,EXCHANGE RATE (USA),KATY ROSE,,98.675018,.051572919,.028046057,.0061372072,6.0904112,2,0,23aug2016,0,2,.058189657,.05859375,,,,"20 sep, 2018",Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,20sep2018,2018,11,Santa Ines,2.0767124,15535.992,3545.0239,.33376542,.09439528,n-n-n,1.0414457
TRITURADOR CAT,HURRICANE CAT (USA),TRIPARTITA,,88.2099,-.21300352,.085228197,.06984362,14.99726,5,0,29aug2016,0,2,.038922157,.041935485,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,2,Ona Zaldi,1.9616438,5378.1514,2203.0757,.36098051,.083984375,n-n-n,.45803219
JOY NAIF,FORTIFY (USA),STORMY NINFA,55.98946,110.63838,.071177542,.12442873,.035246849,9.032877,4,0,30aug2016,2,1,.057692308,.1,,,,"17 aug, 2018",Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,17aug2018,2018,57,,1.9643836,38190.953,3837.8904,.91320658,.2932331,n-n-n,3.7215102
VARDON JOY,FORTIFY (USA),SOUTH VAGABUNDA,128.83548,116.61359,.072809935,.11138191,.076013535,16.046576,8,0,17sep2016,0,2,.060869563,.11666667,,,,"17 aug, 2018",Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,17aug2018,2018,53,,1.9150685,29145.729,2748.1519,.91965055,.31292516,y-y-y,1.3803049
JOY VELIKA,FORTIFY (USA),VERSISTA INC,97.030602,109.56494,.073001474,-.076497905,.026654854,6.1315069,1,0,15sep2016,0,1,.052631579,.1,,,,"17 aug, 2018",Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,17aug2018,2018,76,,1.920548,11055.276,1698.4343,.89599633,.31292516,n-n-n,
JOY PUZZY,FORTIFY (USA),SOUTH PUBLICA,74.390587,106.9539,.053997785,.054182045,.096489936,7.0191779,2,0,10sep2016,0,1,.053571429,.1,,,,"17 aug, 2018",Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,17aug2018,2018,60,,1.9342465,37185.93,4258.6992,.89780855,.30769232,n-n-n,.94154471
MAHA ORO,ORPEN (USA),SOUTH MARSHY,113.75178,104.85753,.30508465,.096206598,.095852822,8,2,0,08sep2016,1,1,.050566696,.039370079,,,,"17 aug, 2018",Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,17aug2018,2018,84,,1.939726,23115.578,3699.7727,.17949286,.10225382,y-y-n,3.5805945
CEFISO,ROMAN RULER (USA),CRUZZINA,96.89537,105.01126,.077050537,-.076497905,.096489936,6.9643836,0,0,19aug2016,0,2,.058917198,.039393939,,,,"31 jul, 2018",Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,31jul2018,2018,4,Vacacion,1.9479452,12752.392,2456.646,.36702207,.09739399,n-n-n,
CYBER CAFE,REMOTE (GB),CALLIA,88.821777,107.26264,-.060176432,.29553568,-.018804848,11.054794,4,0,22aug2016,3,2,0,0,,,,"31 jul, 2018",Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,31jul2018,2018,15,Vacacion,1.939726,26567.482,4348.0454,.13075131,,n-n-n,2.997705
SHINING HORSE,HORSE GREELEY (USA),LADY SHY,98.288406,97.976776,-.018527567,-.024225924,-.0040121377,10.810959,1,0,19aug2016,0,2,0,0,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,20,Vp,1.9890411,4705.8823,2503.3296,.11972544,,y-n-n,.74378443
MAGIC HORSE,HORSE GREELEY (USA),LADY CANEL,87.834122,81.08152,-.019775391,-.048986338,-.0040121377,10.863013,2,0,30aug2016,0,2,0,0,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,28,Vp,1.9589041,2689.0757,1725.2236,.11843319,,n-n-n,.34232104
CATCH IN PROUD,CATCHER IN THE RYE (IRE),PROUD ROMA,104.89254,112.32459,-.094355106,.17171058,.0097016916,11.780822,2,1,26aug2016,0,1,.025870647,.03160271,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,7,Los Prados,1.9698631,8403.3613,9302.6348,.1477024,.062734447,y-n-n,4.0059071
GO FOR EXIT,FLESH FOR FANTASY,FIRE EXIT,35.525475,101.73942,-.21172202,.051300578,-.026950143,14.926027,4,0,01sep2016,0,1,0,0,,,,"13 sep, 2018",Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,13sep2018,2018,30,Don Yayo,2.0328767,1246.7533,6625.3433,-.18130054,.037790697,n-n-n,.93793684
SUGGESTIVE BLACK,SUGGESTIVE BOY,BARACA NISTEL,78.94062,122.05914,.096856177,-.076497905,.038894489,5.9945207,0,0,21aug2016,0,2,0,0,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,15,S. L De Areco,1.9835616,5378.1514,2434.1531,.26883304,,n-n-n,
DUBAI NIGHT,ASIATIC BOY,HYDRANT,100.60049,106.24126,-.03862381,-.076497905,-.0046619102,11.038356,0,0,27aug2016,0,1,.010282776,.0098360656,,,,"20 mar, 2019",Resumen Gran Venta Fallow Latinoamericano,https://www.turfdiario.com/resumen-gran-venta-fallow-latinoamericano/,20mar2019,2019,20,,2.5616438,15764.591,71073.273,.10633621,.0332871,n-n-n,
MUZDAHEERA,ASIATIC BOY,ASIAN INFLUENCE (USA),,107.09531,.029141873,.087214418,-.092068762,13.564384,3,0,11sep2016,1,1,.0099750627,.0098360656,,,,"20 mar, 2019",Resumen Gran Venta Fallow Latinoamericano,https://www.turfdiario.com/resumen-gran-venta-fallow-latinoamericano/,20mar2019,2019,21,,2.5205479,66999.516,64277.266,.10446337,.033287734,n-n-n,.67385525
JOY MADLEN,FORTIFY (USA),GIANT MARKED,113.53107,64.661263,.12362188,-.076497905,.029045522,6.0712328,0,0,20sep2016,0,1,.059322033,.11666667,,,,"17 aug, 2018",Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,17aug2018,2018,83,,1.9068493,35175.879,5420.71,.91930246,.31543624,y-n-n,
HOSARSIPH JOY,FORTIFY (USA),CHISPITA HOLIDAY,86.620415,120.02611,.11322692,-.076497905,.052077979,5.0904112,0,0,18sep2016,0,2,.060344826,.11666667,,,,"17 aug, 2018",Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,17aug2018,2018,88,,1.9123287,23115.578,2594.5408,.91953444,.31292516,n-n-n,
ROCK MACHINE,SUGGESTIVE BOY,ROCK ART,82.800377,71.235962,.13150948,-.076497905,.050673112,4.9260273,0,0,27aug2016,0,1,0,0,,,,"20 sep, 2018",Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,20sep2018,2018,25,Santa Ines,2.0657535,2071.4656,1381.6737,.26825249,,n-n-n,
PEINTRE TRIOMPHE,CIMA DE TRIOMPHE (IRE),BEAUTY CELEBRE,103.81121,102.41506,.11289752,-.076497905,.051758796,8.0164385,0,0,27sep2016,0,2,.011142061,.013245033,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,52,Aitue,1.8821918,2151.2605,3092.6978,.13786823,.053592462,n-n-n,
SASHA EMPIRE,CIMA DE TRIOMPHE (IRE),SCARLET PLUME (USA),79.720703,82.409523,.2321873,-.076497905,-.092068762,10.498631,2,0,27sep2016,0,1,.011142061,.013245033,,,,"7 Dec, 2018",Gran Venta Fallow Pellegrini  Resumen,https://www.turfdiario.com/gran-venta-fallow-pellegrini-resumen/,07dec2018,2018,81,,2.1945205,43376.23,8613.8223,.13786823,.053592462,n-n-n,.011928276
STORM DYNAMICO,DYNAMIX (USA),STORMY FABLE,94.189041,129.66917,.011233151,.0012924746,.035246849,14.057534,3,0,08sep2016,0,2,.015037594,.011673152,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,25,La Yangonea,1.9342465,5714.2856,8848.9971,-.089118257,.041198503,y-n-n,.8813681
EARLY WINNER,REMOTE (GB),EARLY GIRL,99.119423,75.773148,-.21905851,-.012022994,.054302588,15.967123,5,0,01oct2016,0,1,0,0,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,38,La Yangonea,1.8712329,4705.8823,7261.417,.1260851,,n-n-n,.19082659
EQUAL NADAL,EQUAL STRIPES,NADA A NADIE,,56.954227,.14660406,-.076497905,.0020226985,3.8904109,0,0,27sep2016,0,2,.039517015,.038251366,,,,"22 aug, 2018",Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,22aug2018,2018,26,E. La Josefina,1.9013698,7296.417,7234.1035,.28137627,.080036297,n-n-n,
NITIDA STRIPES,EQUAL STRIPES,NITIDEZ,93.235512,88.659744,-.17727733,-.030621525,.070138812,13.99452,4,0,17sep2016,0,1,.040044494,.038251366,,,,"22 aug, 2018",Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,22aug2018,2018,31,E. La Josefina,1.9287671,8338.7617,10062.762,.28320965,.0800291,n-n-n,.96676344
AMIGUITO CACHAFAZ,ORPEN (USA),PRIMAVERA FARNE,102.21145,78.835281,-.081386685,-.076497905,.011345074,12.969863,2,0,06sep2016,0,2,.050699301,.039370079,,,,"4 jun, 2019",Gran Venta Fallow Criterium  Resumen,https://www.turfdiario.com/gran-venta-fallow-criterium-resumen/,04jun2019,2019,45,,2.7424657,3253.22,2849.2239,.17956814,.10230024,n-n-n,.07254684
SOÑADA FEMME,FRAGOTERO,ALWAYS SUFFERING,91.083504,106.8912,.16478902,-.076497905,.025503367,8.1260271,2,0,08sep2016,0,1,0,0,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,50,El Mallin,1.9342465,4873.9497,4884.5957,.085588008,,n-n-n,.11877047
PEPPER RED,HURRICANE CAT (USA),PASION INCURABLE,85.927254,100.63315,-.069805443,-.076497905,.0030837879,11.041096,2,0,12sep2016,0,1,.037572253,.041935485,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,21,El Mallin,1.9232876,6722.689,5337.6899,.35401073,.085897438,n-n-n,.12620723
BASKERVILLE,SIXTIES ICON (GB),BASTANTE,77.604767,94.951141,-.2256279,.16308558,.02508115,16.128767,3,0,23sep2016,0,2,.0075471699,.0087719299,,,,"13 sep, 2018",Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,13sep2018,2018,36,Poliglote,1.9726027,1870.1299,3015.5266,-.0058435649,.041512914,n-n-n,.64068627
MOON CLOUD,ORPEN (USA),MOONISH,97.336899,121.89468,-.030254304,.30945152,.054302588,16.098631,6,1,10oct2016,2,1,.049403749,.039370079,,,,"20 sep, 2018",Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,20sep2018,2018,17,Carampangue,1.9452055,27705.854,9087.7061,.17566273,.10171017,y-n-n,2.6076891
QUIET WIN,ORPEN (USA),QUIET ROMANCE,110.3127,103.24605,.25323015,.031937174,.054897159,9.0273972,1,0,23sep2016,0,2,.049956933,.039370079,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,5,Orilla Del Monte,1.8931507,12436.975,3892.0422,.17805681,.10189645,y-y-n,2.5864906
STORMY VIEW,ORPEN (USA),STORMY (USA),,89.419739,.066907793,.15709308,-.0058913827,12.331507,1,0,20sep2016,0,1,.050086357,.039370079,,,,"20 sep, 2018",Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,20sep2018,2018,27,Carampangue,2,32366.65,15697.796,.17708591,.1018993,n-n-n,.32476577
LAST WARRIOR,ORPEN (USA),LA GRAN PORTADA,90.837601,126.7953,-.29164696,.36807907,-.0074257106,20.917809,9,3,05oct2016,4,2,.049488056,.039370079,,,,"15 aug, 2018",Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15aug2018,2018,1,Orilla Del Monte,1.860274,20840.336,9397.5352,.17664686,.10165165,y-n-n,14.063149
FAINT BEACH,TREASURE BEACH (GB),FAT TIMER,79.145859,106.8897,-.088141382,.17673177,-.01926899,20.167124,6,1,08oct2016,1,2,0,0,,,,"13 sep, 2018",Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,13sep2018,2018,21,Orilla Del Monte,1.9315069,1246.7533,815.88416,.18847041,.10526316,y-n-n,4.0720425
CREAM CARAMEL,EXPRESSIVE HALO,CRIMSON ALLCAT (USA),87.845596,94.372505,.17455462,-.024225924,.021553539,12.460274,3,0,09sep2016,0,1,.0072463769,.0086956518,,,,"22 aug, 2018",Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,22aug2018,2018,14,Abolengo,1.9506849,4169.3809,2046.1639,.11941713,.046875,n-n-n,.55487859
SHY VALEN,SIXTIES ICON (GB),SHY VIOLET,,90.692055,.14295605,-.076497905,.0020226985,3.9452055,0,0,09sep2016,0,1,.0076923077,.0087719299,,,,"13 sep, 2018",Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,13sep2018,2018,14,Abolengo,2.0109589,7272.7271,5338.4956,-.0038655251,.037037037,n-n-n,
TAHITIANA DE LEY,EXPRESSIVE HALO,TAHITIAN,98.086456,91.955597,.10744753,-.076497905,.036157861,7.0657535,0,0,10sep2016,0,1,.0071942448,.0086956518,,,,"13 sep, 2018",Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,13sep2018,2018,13,Abolengo,2.0082192,2701.2986,2721.1475,.11933166,.046875,n-n-n,
LOVE NISTEL,VAN NISTELROOY (USA),MUY ENAMORADA,93.336296,110.91168,-.26277363,.20452079,.025078192,19.024658,6,1,01sep2016,2,1,.051282052,.023696683,,,,"26 sep, 2018",Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,26sep2018,2018,24,Firmamento,2.0684931,8919.2031,2211.6575,.27805945,.074337125,n-n-n,3.7900465
RIMOUT GULCH,REMOTE (GB),MONEY GULCH,99.73069,101.81895,.034182876,.028747909,.00020525604,9.9205475,2,0,19aug2016,0,2,0,0,,,,"26 sep, 2018",Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,26sep2018,2018,10,Firmamento,2.1041095,10755.509,1690.7528,.13110441,,n-n-n,1.4813517
ROS GRANDE NIS,VAN NISTELROOY (USA),ROS ROMA,106.11574,109.71048,-.10933691,.10115106,-.0072454512,11.90411,6,0,05sep2016,1,1,.051181104,.023696683,,,,"26 sep, 2018",Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,26sep2018,2018,25,Firmamento,2.0575342,7082.8965,1664.3643,.27787516,.07424923,y-n-n,2.1702507
LUMINESCO,REMOTE (GB),LA BARROCA,104.81072,108.00283,-.091359615,.066062041,.010489449,12.158904,3,0,03sep2016,0,2,0,0,,,,"31 jul, 2018",Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,31jul2018,2018,16,Vacacion,1.9068493,18420.121,5933.8481,.12934321,,y-n-n,1.0139971
BAZHINA,HURRICANE CAT (USA),BOMBONA,89.041298,111.8951,-.24280149,.066646583,.089432597,17.997261,4,0,04sep2016,1,1,.038348082,.041935485,,,,"31 jul, 2018",Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,31jul2018,2018,43,Vacacion,1.9041096,30109.813,16146.731,.35760352,.085271321,n-n-n,.51552552
DAVIN,ROMAN RULER (USA),DEAR QUEEN,39.572662,32.489388,.055252284,-.076497905,.075566143,5.871233,0,0,29aug2016,0,2,.0581761,.039393939,,,,"31 jul, 2018",Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,31jul2018,2018,5,Vacacion,1.920548,15940.489,3843.5688,.36372098,.096993633,n-n-n,
LA FRAGANCE,REMOTE (GB),LADY FORTUNE,122.60466,114.30754,-.013025165,.18486199,.075566143,12.884932,1,0,30aug2016,0,1,0,0,,,,"31 jul, 2018",Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,31jul2018,2018,38,Vacacion,1.9178082,9210.0605,2905.4719,.12981182,,y-n-n,4.4953132
KING SLEW,CAMPANOLOGIST (USA),MISS SLEW,84.064857,101.55126,-.12183321,.068082206,.024953455,12.142466,5,0,11sep2016,0,2,.018518519,.024691358,,,,"26 sep, 2018",Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,26sep2018,2018,17,Firmamento,2.041096,9443.8613,2465.1191,.076773673,.080971658,n-n-n,1.5322983
RITMO DE CUECA,REMOTE (GB),CUEQUITA GLORY,118.10616,110.43371,.41565216,-.076497905,.013458118,8.0246572,0,0,14sep2016,0,2,0,0,,,,"26 sep, 2018",Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,26sep2018,2018,11,Firmamento,2.0328767,19674.713,2355.5957,.12805873,,y-y-n,
