title,eday,year,genre,auctionOrder,haras1,name,padrilloAuction,yeguaAuction,studbook_id,birth_eday,PR,PS,PRS,valueUSDB,pricePerBp
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,32,Altos Del Salado,FRIGIA,UPWARD TREND,FRITADA,,,,,,1926.0137,
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,13,El Trebol,REAL TEXAN,NASHVILLE TEXAN,OLIVIA SOY,414549,17aug2019,.42411071,.036066405,.015296149,2086.5149,1364.0786
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,21,Buenaventura,ENDOSO EXPRESS,ENDORSEMENT,ESCOLA PLUS,416923,27sep2019,.51040876,.021486184,.010966736,1765.5125,1609.8796
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,30,Altos Del Salado,JULIA LA MENOR,UPWARD TREND,DARKAGEN,416676,21oct2019,.48241743,.0068719797,.0033151628,1872.5133,5648.3296
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,12,El Trebol,CLEAR RUN,MANIPULATOR,RUN FOR LOVE,418011,07oct2019,.49526364,.018738367,.009280432,8025.0566,8647.2881
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,8,Rodeo Chico,GRAN INTUICION,PORTAL DEL ALTO,SLEW TRUST,414578,26aug2019,.69341129,.037627384,.026091253,3477.5247,1332.8315
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,2,Tres Jotas,RETRATO DEL PADRE,ANGIOLO,LA VISITACION,419099,25nov2019,.78320295,.1018609,.079777755,5189.5366,650.49921
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,5,Santa Ines,TALIKA,JOHN F KENNEDY,TAHOMA,416855,23sep2019,.43424493,.024495799,.010637176,2407.5171,2263.3047
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,15,Don Nico,AMIGUITA MILONGUITA,TODO UN AMIGUITO,AMIGUITA MILONGA,414473,05aug2019,.58685875,.015435771,.0090586171,2889.0205,3189.2512
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,14,Don Nico,AMIGUITO TONIFICADO,TODO UN AMIGUITO,NOT FOR BRIGHT,414707,20aug2019,.60790193,.021113951,.012835211,3103.022,2417.5854
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,34,Don Arcangel,KEY BEACH,IL CAMPIONE,KEYANA WASHINGTON,415774,04sep2019,.71523345,.067111656,.0480005,11502.581,2396.3462
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,18,Cortines,CLARA TRIUMPH,CIMA DE TRIOMPHE,CLARA MOON,414792,09aug2019,.58434272,.022538513,.013170216,3210.0227,2437.335
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,6,La Pasion,BLUE MARLIN,LIZARD ISLAND,BATHALA,415882,29sep2019,.64434332,.031619605,.020373881,2942.5208,1444.2614
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,33,Don Arcangel,NUNCA ES TARDE,TANTOS ANOS,MILLE MIGLIA,,,,,,802.50568,
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,10,Don Yayo,AVINAGRADO,MANIPULATOR,I GO WILD,418731,30oct2019,.61171085,.012660044,.0077442862,5082.5361,6562.9497
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,1,Tres Jotas,PALAZZO VECCHIO,ANGIOLO,LA LEOCADIA,417727,10oct2019,.71128404,.081324272,.057844657,14980.106,2589.7131
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,27,Esece,TAN TAN FINA,EL MOISES,ON THE TRACK,416689,09oct2019,.36843085,.0057562985,.002120798,1230.5087,5802.1021
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,24,Esece,TU PORQUE,EL MOISES,PERSUASORA,418446,21oct2019,.52320653,.0094439033,.0049411119,1712.0121,3464.8315
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,26,Esece,QUEEN ROSA,EL MOISES,QUEEN DRESS,416686,28sep2019,.50523555,.0088033229,.0044477517,1070.0076,2405.7268
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,28,Esece,MI BAYADERA,EL MOISES,BAY SONG,418450,24oct2019,.51831639,.0061054686,.0031645645,2621.5186,8283.9785
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,23,Esece,TE ACOMPAÑO,EL MOISES,ABSORVENTE,,,,,,1444.5103,
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,3,Tres Jotas,EL CIRCO AZUL,IL CAMPIONE,LA ADORACION,423735,01nov2019,.64138597,.06155045,.039477594,16050.113,4065.626
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,29,Altos Del Salado,PRISCUS,UPWARD TREND,PINO HUACHO,418360,05nov2019,.48879668,.0089384569,.004369088,2407.5171,5510.3423
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,17,El Wing,CON EXCESO,HOMAGE,EN EXCESO,414603,27aug2019,.71651882,.02190079,.015692327,4654.5332,2966.1204
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,9,Rodeo Chico,ALGO RITMICA,MOST IMPROVED,SAD EYES,415660,02oct2019,.67547655,.027619982,.018656651,2193.5156,1175.7285
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,31,Altos Del Salado,LA LANISTA,UPWARD TREND,LA SUNITA,414502,01aug2019,.61591351,.016706115,.010289522,2033.0144,1975.8104
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,16,El Wing,LIFE BY LIFE,HOLY BOSS,SMART BUNNY,416110,02sep2019,.84188867,.026705882,.022483379,2621.5186,1165.9807
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,20,Santa Rita,PURA BOSS,HOLY BOSS,PURA PASION,413831,22jul2019,.66040212,.019387987,.012803867,1926.0137,1504.2437
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Macho,25,Esece,SOL Y ARENA,EL MOISES,ARENA Y SOL,415398,02sep2019,.33962113,.0089363875,.0030349861,1391.0099,4583.2495
Gran Venta Fallow Jockey  Resumen,19oct2021,2021,Hembra,19,Cortines,EVER STAR,STAR RUNNER,MAD EVER,417436,11oct2019,.45103768,.0067144209,.0030284568,2086.5149,6889.6968
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,16,Firmamento,SUPER MAT,SUPER SAVER,MISS MAT MUSIC,414269,17aug2019,.74274093,.10148786,.075379185,13490.209,1789.6465
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,37,Firmamento,ROMANA CITY,CITYSCAPE,ROMANA TOP,413332,08jul2019,.72304285,.13474619,.097427271,5126.2793,526.16473
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,4,Firmamento,CATCH A BOMB,HIT IT A BOMB,CACHORRA WELLS,414648,18aug2019,.78976417,.21387596,.16891158,16727.859,990.33234
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,22,Firmamento,BAMBA SEIVER,SUPER SAVER,THUNDER BAMBA,414273,10aug2019,.70391989,.094765216,.066707119,11979.306,1795.8062
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,14,Firmamento,CRAZY CITY,CITYSCAPE,CRAZY NISTEL,413335,09jul2019,.85446703,.2155925,.18421669,8633.7334,468.6727
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,19,Firmamento,SPLENDID SEIVER,SUPER SAVER,ESPLENDIDA HALO,416538,08oct2019,.74646121,.0642711,.047975883,19425.9,4049.0969
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,36,Firmamento,SUPER SIXTIES,SUPER SAVER,SIXTIES KAS,413812,07aug2019,.61025625,.080215767,.048952173,19695.705,4023.4587
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,8,Firmamento,SUPER IN FRONT,SUPER SAVER,STAY IN FRONT,414827,01sep2019,.74506438,.10988011,.081867754,15648.643,1911.4537
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,34,Firmamento,OPIUM RIM,REMOTE,OPIUM SALE,413563,11jul2019,.82348764,.077027552,.063431233,10792.167,1701.3964
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,18,Firmamento,RE GUESS,REMOTE,GUESS WHO,417598,29oct2019,.78797913,.086982481,.068540379,9173.3418,1338.385
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,25,Firmamento,SUPER WENDY,SUPER SAVER,CURTIDA NISTEL,413422,24jul2019,.76456523,.10069627,.076988861,15540.721,2018.5674
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,32,Firmamento,SUPER GIAK,SUPER SAVER,KASCHA,417237,21oct2019,.62326986,.093716405,.058410611,11061.972,1893.8291
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,17,Firmamento,BLUBERRY BLU,REMOTE,MY BLUEBERRY,415729,21sep2019,.84655082,.092782877,.078545421,8363.9297,1064.8527
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,27,Firmamento,EMPEÑOSA HIT,HIT IT A BOMB,EMPENOSA NISTEL,,,,,,15378.838,
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,23,Firmamento,SARABOM,HIT IT A BOMB,SARAWAK TOP,414834,06sep2019,.73019558,.12289767,.089739338,17267.467,1924.1803
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,11,Firmamento,BIUTY SEIVER,SUPER SAVER,HARLANS BIUTY,,,,,,17807.076,
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,30,Firmamento,SUPER CIA,SUPER SAVER,INTERMITENCIA,414828,07sep2019,.68056875,.072117627,.049081005,18076.881,3683.0706
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,13,Firmamento,SUPER BAMBU,SUPER SAVER,JANE BAMBU,414831,05sep2019,.69290668,.094906621,.065761432,17807.076,2707.8298
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,20,Firmamento,SUPER TREICY,SUPER SAVER,AWESOME TRACY,417996,30oct2019,.68844235,.076495066,.052662443,11061.972,2100.5427
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,29,Firmamento,QUIT IT A BOMB,HIT IT A BOMB,MUEQUITA NISTEL,414284,18aug2019,.80195451,.14937675,.11979336,16188.251,1351.348
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,31,Firmamento,BARBY HIT,HIT IT A BOMB,SEATTLE BARBIE,418001,02nov2019,.80307919,.1671139,.1342057,14569.426,1085.6041
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,26,Firmamento,BAMBINA HIT,HIT IT A BOMB,BAMCUCA NISTEL,417596,28oct2019,.69484717,.10719986,.074487522,11331.775,1521.2985
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,15,Firmamento,SUPER NUMBER,SUPER SAVER,FIRST DUBAI,417229,10oct2019,.7179504,.11025494,.079157576,11871.384,1499.7155
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,35,Firmamento,VAMOS SOFIA,SUPER SAVER,LOREN TOP,415722,14sep2019,.63637233,.065300152,.041555211,8363.9297,2012.7271
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,33,Firmamento,SUPER SHARON,SUPER SAVER,MISS CARILINDA,417991,15oct2019,.65416718,.063021578,.041226648,16188.251,3926.6475
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,10,Firmamento,EL TINTO,SUPER SAVER,LA TINTORETTA,417999,25oct2019,.74119055,.070337854,.052133754,16458.055,3156.8904
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,21,Firmamento,EVANGEL SEIVER,SUPER SAVER,EVANGEL GLORY,417232,13oct2019,.70305586,.058624711,.041216448,18886.293,4582.2222
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Hembra,28,Firmamento,SUPER MARIAN,SUPER SAVER,LADY MARIAN,414277,23aug2019,.77449393,.10313169,.079874866,21044.727,2634.7119
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,9,Firmamento,RE PENKY,REMOTE,PENKY NISTEL,416082,01sep2019,.76960528,.11675756,.089857236,8363.9297,930.802
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,3,Firmamento,CHARRUA SAVER,SUPER SAVER,LOCASA NISTEL,417227,04oct2019,.77659518,.18077195,.14038663,23742.768,1691.2415
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,6,Firmamento,SUPER CONTENTO,SUPER SAVER,TAN ALEGRE,417225,05oct2019,.75311971,.063398264,.047746483,18346.684,3842.5205
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,5,Firmamento,SUPER MIND,SUPER SAVER,NEVERMIND INC,417233,16oct2019,.6619817,.079101399,.052363679,27520.025,5255.5562
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,12,Firmamento,EURO HIT,HIT IT A BOMB,EUROPEAN STYLE,418002,03nov2019,.76707619,.094113916,.072192542,18886.293,2616.1003
Gran Venta Primavera Haras Firmamento  Resumen,13oct2021,2021,Macho,7,Firmamento,SUPER TEMPER,SUPER SAVER,TEMPER TOO,413656,26jul2019,.70489705,.14064367,.09913931,18346.684,1850.5962
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,27,El Mallin,HAWAIIAN LOVE,HURRICANE CAT,HAWAIAN SUNSET,416482,13sep2019,.68326086,.055227157,.037734553,10627.029,2816.2595
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,20,Varias Procedencias,LIBRE DEL MAL,LE BLUES,MIRTHFUL HOUSE,,,,,,26567.572,
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,11,Santa Ines,MERETZ,CATCHER IN THE RYE,MAGNETIC FILLY,417324,07oct2019,.60649264,.050526172,.030643752,11424.057,3728.0215
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,35,La Yangonea,MADAME CURIE,IN THE DARK,BARITINA,413978,22aug2019,.54466587,.013145936,.0071601425,1594.0543,2226.2886
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,18,Del Saladillo,IL MARCADA,TODO UN AMIGUITO,ILLESTEVA,419187,01nov2019,.46673596,.014748219,.0068835244,2391.0815,3473.6299
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,32,Los Prados,THE JAN GREELEY,HORSE GREELEY,CATCHER THE JAN,416725,19sep2019,.54733455,.01483847,.0081216078,1859.7301,2289.8545
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,13,Santa Ines,MAR DE COBO,JOHN F KENNEDY,MARINA AZUL,417318,01oct2019,.52660382,.031890482,.01679365,5313.5146,3164.0024
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,36,Los Prados,VISION GREELEY,HORSE GREELEY,LADY VISION,418939,26oct2019,.55932772,.010658168,.0059614088,1859.7301,3119.615
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,37,Del Saladillo,DULCE CODORNIU,TODO UN AMIGUITO,MISS CODORNIU,416930,13sep2019,.42153984,.047138583,.019870792,2391.0815,1203.3147
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,29,La Leyenda,KAVAC,CITYSCAPE,BLACK ICE,413877,28jul2019,.81004405,.089681007,.072645567,6376.2173,877.71594
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,7,La Leyenda,THE IRISH MAN,CATCHER IN THE RYE,CHARMING MELODY,418294,11nov2019,.70162368,.094213441,.066102378,9830.002,1487.0875
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,25,La Leyenda,FARAON BOSS,HOLY BOSS,FONTIENNE,,,,,,3719.4602,
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,2,Santa Ines,QUINCY KING,FORTIFY,QUEEN OF RAIN,416852,20sep2019,.71785998,.066990636,.048089895,11158.381,2320.3171
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,22,La Sortija,EL IMPERIAL,LONG ISLAND SOUND,LA INMEJORABLE,418822,25oct2019,.83788913,.02248596,.018840741,7970.272,4230.3389
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,9,El Mallin,ORELLANA,HURRICANE CAT,ORIUNDA,419687,08oct2019,.56397367,.035571184,.020061212,5844.8662,2913.5161
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,19,Santa Ines,TALIKA,JOHN F KENNEDY,TAHOMA,416855,23sep2019,.43424493,.024495799,.010637176,3188.1086,2997.1382
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,4,Santa Ines,MADISON REEF,ORPEM,MADAME KRIS,,,,,,18862.977,
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,38,Amelia Maria,SONG AND RUN,HORSE GREELEY,SONG FOR SALE,415708,21sep2019,.82801259,.073830992,.06113299,3188.1086,521.50378
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,8,Santa Ines,MALAKAI,IL CAMPIONE,MY PALESTINA,413947,25jul2019,.74960929,.080776617,.060550902,19128.652,3159.1028
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,5,La Leyenda,DOM PABLO,STORM EMBRUJADO,GUILD,415685,12sep2019,.62526166,.019995738,.012502569,5047.8389,4037.4414
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,23,El Mallin,SWING DANCER,HURRICANE CAT,BRAZEN BRASS,419692,04nov2019,.70810735,.043949042,.031120639,2391.0815,768.3266
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,33,La Sortija,EL FASTRAS,LONG ISLAND SOUND,LA FAMITA,417391,29sep2019,.68405461,.015740743,.010767528,3453.7844,3207.5928
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,21,Mariana Eva,BLACK BALSAM,LONG ISLAND SOUND,MYSTERIOUS WAYS,416883,14oct2019,.65624481,.050605722,.033209741,5313.5146,1599.9868
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,31,Amelia Maria,GENERAL JDP,KEANE,SENZA AMORE,,,,,,3188.1086,
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,16,Ona Zaldi,WHY GIANT,FRAGOTERO,WHY CAT,418424,18sep2019,.51612544,.019265901,.0099436222,2125.4058,2137.4563
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,3,Santa Ines,ALTEDO,CATCHER IN THE RYE,ALZEHBA,416447,14sep2019,.67700911,.077668078,.052581996,11955.408,2273.6694
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,15,Santa Ines,KEINO,IL CAMPIONE,KENTUCKY ROSE,414323,31jul2019,.64504361,.045475222,.029333502,5047.8389,1720.8442
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,14,La Leyenda,DONA LEA,CATCHER IN THE RYE,DONA BERNSTEIN,415688,25sep2019,.52735168,.019396458,.010228755,7438.9204,7272.5571
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,26,La Yangonea,LADY LISA,LIZARD ISLAND,DAYLI,418007,19oct2019,.51535988,.014227778,.007332426,2656.7573,3623.2991
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,28,Mariana Eva,ISLA TORMENTOSA,LONG ISLAND SOUND,STORMY MIRA,,,,,,3719.4602,
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,39,Los Prados,SULTRY MONEY,BLOOD MONEY,KALU,418938,28oct2019,.48465171,.0071217357,.0034515613,1328.3787,3848.6311
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,34,Los Prados,VISION TRIOMPHE,CIMA DE TRIOMPHE,SOMBRIA VISION,419759,14oct2019,.60416615,.015867881,.0095868371,4782.1631,4988.2593
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,12,Chesco Viejo,NORDIC BOONE,DANIEL BOONE,NORMA WENT BACK,416932,14oct2019,.75964123,.076698713,.058263503,8235.9473,1413.5688
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,24,Los Prados,HE IS HE,STRATEGIC PRINCE,WHICH IS WHICH,425536,28oct2019,.51313484,.013242379,.006795126,2391.0815,3518.8186
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Hembra,1,El Mallin,LA SHELBY,HURRICANE CAT,JORDAN SHELBY,419685,13oct2019,.74870175,.056828342,.042547479,10095.678,2372.8027
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,6,La Sortija,EL CHANTA,HURRICANE CAT,LA CHANTAJISTA,418823,31oct2019,.68648648,.037399855,.025674494,8767.2988,3414.7893
Venta Copa Bullrich Septiembre  Resumen,29sep2021,2021,Macho,17,Santa Ines,ASPERSEL,IL CAMPIONE,ASPEN DAYS,418183,15oct2019,.73014694,.11224701,.081956811,8501.623,1037.3297
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,33,El Paraiso,ARTE Y MAGIA,ANGIOLO,BIANI,417714,08oct2019,.71656293,.030659821,.021969691,4432.9897,2017.7751
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,8,El Paraiso,ANGIOLO BRAVO,ANGIOLO,BARAJADORA,416169,12sep2019,.74275219,.052949727,.039328527,9079.6172,2308.6594
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,25,El Paraiso,LIGERO DE EQUIPAJE,LE BLUES,ANGIOLESKA,414245,14aug2019,.68811584,.088295303,.060757395,10681.902,1758.1238
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,16,El Paraiso,EYES HAVE IT,IL CAMPIONE,ANGLOPHILE,418918,03nov2019,.60875028,.025117954,.015290562,8545.5215,5588.7559
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,3,El Paraiso,EYE ON THE PRIZE,IL CAMPIONE,AQUI LULU,418354,15oct2019,.78010082,.070502929,.054999392,10681.902,1942.1855
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,21,El Paraiso,SIN DESPEINARSE,SEBI HALO,INTERBOA,419122,12nov2019,.53730977,.027052704,.014535682,7744.3794,5327.8403
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,24,El Paraiso,ESTADIA,IL CAMPIONE,SHANKIRA,,,,,,5607.9985,
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,26,El Paraiso,EL CAMINO REAL,IL CAMPIONE,BELLATRICE,416825,28sep2019,.83061922,.06470672,.053746644,6676.189,1242.1592
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,23,El Paraiso,ELICIT RESPONSE,IL CAMPIONE,CETRE VILLE,418357,20oct2019,.68552959,.04122017,.028257646,6676.189,2362.6133
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,1,El Paraiso,EL POKER DE ASES,IL CAMPIONE,BLACK DIAMOND,418906,28oct2019,.80637413,.062201902,.050158005,10681.902,2129.6506
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,5,El Paraiso,ELBRUS,IL CAMPIONE,EXPRESS PLUS,416158,09sep2019,.75928205,.073492929,.055801861,10147.808,1818.5428
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,31,El Paraiso,ESTOY EN LA LUNA,IL CAMPIONE,SALVALUNA,417716,08oct2019,.75944138,.049483992,.037580192,5607.9985,1492.2751
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,14,El Paraiso,EL SIETE DE ORO,IL CAMPIONE,TUSCADORA,,,,,,8011.4268,
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,22,El Paraiso,ALLAIA,ANGIOLO,STRONG DESIRE,415784,02sep2019,.68692654,.036061443,.024771562,5607.9985,2263.8857
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,2,El Paraiso,LOGRADOR,LE BLUES,RIKANINA,415379,29aug2019,.64955437,.068682492,.044613011,10681.902,2394.3469
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,7,El Paraiso,EL OVNI,IL CAMPIONE,BRANNYKA,,,,,,8011.4268,
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,17,El Paraiso,EXPERT ADVICE,IL CAMPIONE,LA MUCURA,414252,14aug2019,.73510772,.039206777,.028821204,14954.663,5188.771
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,30,El Paraiso,ES TODA LUZ,IL CAMPIONE,IVORY LIGHT,413503,09jul2019,.7428081,.066302545,.049250066,6355.7319,1290.5022
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,9,El Paraiso,ESCAPE ROUTE,IL CAMPIONE,BAALTIS,419096,18nov2019,.66694945,.031274725,.02085866,8011.4268,3840.8157
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,19,El Paraiso,ACCION DE HONOR,ANGIOLO,SEASKA,415378,29aug2019,.72836876,.058639642,.042711284,6676.189,1563.0972
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,11,El Paraiso,ES PRECIOSA,IL CAMPIONE,FASHION SALE,417724,09oct2019,.70435637,.040349122,.028420161,8011.4268,2818.9238
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,15,El Paraiso,ATRAPAME SI PUEDES,ANGIOLO,BELIEVE MY MARY,,,,,,6943.2368,
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,32,El Paraiso,ETAPA FINAL,IL CAMPIONE,INTER PLUS,418348,25oct2019,.75508511,.063471273,.047926214,5340.9512,1114.4113
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,29,El Paraiso,LEGAL EAGLE,LE BLUES,BRIGHTHILL,415369,01sep2019,.67005432,.028134219,.018851455,8545.5215,4533.083
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,13,El Paraiso,EXITOS,IL CAMPIONE,SHOPTILYOUDROP,416188,16sep2019,.7532084,.088385776,.066572912,9880.7598,1484.2012
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,27,El Paraiso,ANCLADO EN PARIS,ANGIOLO,STEEL BAND,419113,05nov2019,.76178837,.043167759,.032884695,13085.33,3979.155
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,28,El Paraiso,GALAN Y GUAPO,GALAN DE CINE,SARAVECA,416828,28sep2019,.58302313,.023469025,.013682985,3525.0278,2576.2126
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,12,El Paraiso,ASUANA,ANGIOLO,SACSAHUANA,413674,05aug2019,.77041245,.049266472,.037955504,6409.1416,1688.5935
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Hembra,20,El Paraiso,ENTRE SOMBRAS,IL CAMPIONE,SHADOWBOX,413502,13jul2019,.78502256,.06202678,.04869242,6676.189,1371.0941
Resumen Venta Primavera Online Haras El Paraiso,26sep2021,2021,Macho,4,El Paraiso,ALMORAL,ANGIOLO,SUSKEHANNA,418347,25oct2019,.65552759,.043258253,.028356979,9613.7119,3390.2456
