title,eday,year,genre,auctionOrder,haras1,name,padrilloAuction,yeguaAuction,studbook_id,birth_eday,PR,PS,PRS,valueUSDB,pricePerBp
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,13,Firmamento,THE GREAT CONY,THE GREAT DAY,CONNIE SEATTLE,446295,17oct2023,.7145043,.096373193,.068859063,12070.639,1752.9485
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Hembra,40,Firmamento,VITAMINA BOMB,HIT IT A BOMB,VITAMINA CAT,446324,27sep2023,.66320401,.10828262,.071813464,6035.3193,840.41614
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,31,Firmamento,EMOTION OLE,EMOTION ORPEN,SUPER OLA,441700,22jul2023,.69596249,.12356392,.085995853,9749.3613,1133.7013
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,14,Firmamento,RE SINGER,REMOTE,SING NISTEL,442155,07aug2023,.71291327,.11017857,.078547761,12534.894,1595.8308
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,6,Firmamento,TOP ONE DAY,THE GREAT DAY,TOP ONE STEP,446319,09oct2023,.66146183,.13568516,.089750558,23212.766,2586.3645
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Hembra,33,Firmamento,HIT JULIETTE,HIT IT A BOMB,TOP JULIETTE,443032,29aug2023,.69961041,.22061054,.15434143,14391.915,932.4726
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,21,Firmamento,THE GREAT DANDY,THE GREAT DAY,DISTINGUIDA ZENDA,442412,31jul2023,.67832315,.11604209,.078714035,14391.915,1828.3798
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Hembra,35,Firmamento,CARRY DAY,THE GREAT DAY,MISS CARRY TOP,441501,04jul2023,.58260548,.16323546,.095101871,7428.085,781.0661
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,15,Firmamento,DANIEL LODE,DANIEL BOONE,DISTINGUIDA LODE,444119,18sep2023,.76584315,.097219959,.074455239,19498.723,2618.8516
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,10,Firmamento,THE GREAT RYE,THE GREAT DAY,TWINS RYE,441829,26jul2023,.72793639,.17969228,.13080455,21355.744,1632.6453
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Hembra,37,Firmamento,THE GREAT MAT,THE GREAT DAY,MISS MAT SEATTLE,442414,31jul2023,.62625307,.10064922,.063031882,6499.5747,1031.1567
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,24,Firmamento,CHAMPAGNE A FULL,FULL MAST,FIESTERA SCAPE,442419,01aug2023,.72098732,.12086111,.087139323,15784.681,1811.4303
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Hembra,34,Firmamento,THE GREAT BIA,THE GREAT DAY,VALDOBBIA,442824,16aug2023,.73753858,.069507279,.051264301,6499.5747,1267.856
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Hembra,38,Firmamento,THE GREAT MISS,THE GREAT DAY,STARRY MISS,443264,05sep2023,.64084351,.073843777,.047322307,6963.8296,1471.5745
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,25,Firmamento,ROBERTS ORPEN,EMOTION ORPEN,ROBERTS KEY,443260,02sep2023,.7443127,.10925282,.081318259,12999.149,1598.5524
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,20,Firmamento,ECO HIT,HIT IT A BOMB,ECOGRAFICA,446288,13oct2023,.78997815,.11546909,.091218062,12534.894,1374.168
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,4,Firmamento,THE GREAT VIN,THE GREAT DAY,CONNIVING,446908,24oct2023,.56472206,.12221806,.069019236,17641.701,2556.0557
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,29,Firmamento,EMERIT HIT,HIT IT A BOMB,EMERIT NISTEL,445837,09aug2023,.77437276,.17218091,.13333221,9285.1064,696.38885
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,19,Firmamento,TAPIT SCAPE,CITYSCAPE,TAPIT SONG,442160,12aug2023,.75084442,.15436496,.11590407,57567.66,4966.8369
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,9,Firmamento,EMPEÑOSO RIM,REMOTE,EMPEÑOSA HOLIDAY,444130,12sep2023,.78290808,.14067718,.11013731,17177.447,1559.6393
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,22,Firmamento,MUSIC DAY,THE GREAT DAY,MUSIC NISTEL,441498,03jul2023,.73287469,.1575879,.11549219,12070.639,1045.1476
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,16,Firmamento,THE GREAT TERMS,THE GREAT DAY,TERMS RYE,446311,04oct2023,.71971107,.11599784,.083484925,16713.191,2001.9413
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,2,Firmamento,CELESTIAL DAY,THE GREAT DAY,CELESTIAL CANDY,446926,30oct2023,.73398358,.1396127,.10247343,38997.445,3805.6152
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,27,Firmamento,HIGH CITY,CITYSCAPE,HIGHFEVER,441834,30jul2023,.71549839,.16601752,.11878527,12534.894,1055.2566
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Hembra,39,Firmamento,EMOTION CAP,EMOTION ORPEN,CAPELA CRAF,441699,19jul2023,.61870044,.13264306,.08206632,14391.915,1753.6932
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,18,Firmamento,NEVER HIT,HIT IT A BOMB,NEVERMIND INC,441826,24jul2023,.76210362,.16951959,.12919149,16248.937,1257.7405
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,3,Firmamento,CHAMPI RIM,REMOTE,CHAMPI DAY,443030,30aug2023,.7336629,.23737603,.17415398,25998.299,1492.834
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,28,Firmamento,OLIMPICO PEN,EMOTION ORPEN,OLIMPICA CATCH,443029,30aug2023,.71572411,.1772806,.126884,8820.8506,695.19012
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,7,Firmamento,PECATO BOMB,HIT IT A BOMB,PECADORA INC,442162,14aug2023,.78463334,.18124107,.14220779,16248.937,1142.6194
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Hembra,36,Firmamento,THE GREAT FANTASTIC,THE GREAT DAY,FOOT SLEW,443270,06sep2023,.55569613,.14895122,.082771614,6499.5747,785.242
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,1,Firmamento,THE GREAT COCKTAIL,THE GREAT DAY,COCKTAIL ATTIRE,442424,02aug2023,.73376751,.19302227,.14163347,50139.574,3540.0938
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,5,Firmamento,RE HARLAN'S,REMOTE,HARLAN'S GOLD,441827,25jul2023,.73866254,.17328182,.12799679,35283.402,2756.585
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,26,Firmamento,JAZZ HIT,HIT IT A BOMB,JAZZ DAY,442418,01aug2023,.81474221,.16302802,.13282581,12534.894,943.70917
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,8,Firmamento,THE GREAT WEEK,THE GREAT DAY,KASCHA,442811,23aug2023,.67373604,.16951086,.11420557,16713.191,1463.4305
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,11,Firmamento,FOREVER BOMB,HIT IT A BOMB,TIZ FOREVER,444430,24sep2023,.77288723,.16176759,.1250281,17641.701,1411.0188
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,23,Firmamento,CATCH RIM,REMOTE,LOCASA CATCH,441832,28jul2023,.7617082,.11302025,.086088449,11142.128,1294.2651
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,30,Firmamento,CAPELO HIT,HIT IT A BOMB,MISS CAPELA,442815,19aug2023,.73470598,.21200611,.15576215,13927.659,894.16199
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,17,Firmamento,LUNATICO BOMB,HIT IT A BOMB,STORMY LUNATICA,446323,10oct2023,.78403175,.11193653,.087761797,16248.937,1851.4817
Resumen - Gran Venta Seleccion Haras Firmamento,22apr2025,2025,Macho,12,Firmamento,THE GREAT BAMB,THE GREAT DAY,BAMCUCA NISTEL,446918,24oct2023,.58730847,.14192915,.083356194,14856.17,1782.2515
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Hembra,11,La Madrina,EDI BEACH,TREASURE BEACH,EDILIA,442547,16aug2023,.52022773,.023784911,.01237357,10689.516,8638.9902
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Hembra,7,La Madrina,PNEUS RULER,PNEUMATIC,AMAIKE,444151,07sep2023,.52344394,.034583256,.018102396,16034.273,8857.542
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,14,La Madrina,DEL MAR AZUL,LE BLUES,MUSETINA,445512,29sep2023,.58067393,.038186293,.022173785,14090.725,6354.6772
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,2,La Madrina,DADDY KING,DADDY LONG LEGS,KHALESI QUEEN,445518,06oct2023,.55519176,.074186012,.041187461,23808.467,5780.5132
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,12,La Madrina,PNEUS MESTRA,PNEUMATIC,ES MAESTRA,444155,22sep2023,.55128664,.02575025,.014195768,12633.063,8899.1758
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,16,La Madrina,BEACH STARS,TREASURE BEACH,WIN THE STARS,447420,08nov2023,.5784784,.027330743,.015810244,9717.7412,6146.4839
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Hembra,5,La Madrina,UP EQUAL,EQUAL STRIPES,UPDATE,445524,20oct2023,.2699554,.013375461,.0036107779,17491.934,48443.672
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Hembra,1,La Madrina,SPLEND BLUES,LE BLUES,SPLENDA,442546,19aug2023,.57581216,.033662979,.019383552,34983.867,18048.223
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,17,La Madrina,BENJI BLUES,LE BLUES,EMBROMA,443242,24aug2023,.64729893,.029196545,.018898893,9717.7412,5141.9634
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,18,La Madrina,PNEUS DA PRAIA,PNEUMATIC,CANDY BEACH,445513,01oct2023,.57691228,.018870369,.010886547,12633.063,11604.288
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,10,La Madrina,STARS DADDY,DADDY LONG LEGS,NUMBER THE STARS,441581,06jul2023,.67832428,.063550644,.043107945,16034.273,3719.5635
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,4,La Madrina,GREAT STRIPES,EQUAL STRIPES,GREAT NISTEL,445528,21oct2023,.52015465,.037074741,.019284599,17006.047,8818.46
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Hembra,9,La Madrina,BELLA EQUAL,EQUAL STRIPES,LA BELLA MARIA,447419,10nov2023,.44020736,.013834057,.0060898541,27209.676,44680.34
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,19,La Madrina,BEACH CIGAR,TREASURE BEACH,GRAZIAS LADY,445517,06oct2023,.55787772,.031978477,.01784008,12633.063,7081.2817
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,6,La Madrina,AMPI BLUE,LE BLUES,SEATTLE AMPI,445515,04oct2023,.61888307,.054054651,.033453509,15548.386,4647.7593
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Hembra,15,La Madrina,NIKITA DADDY,DADDY LONG LEGS,NIKOLAYEVNA,442544,13aug2023,.56839734,.034516431,.019619048,17977.822,9163.4531
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Macho,8,La Madrina,COOPER BEACH,TREASURE BEACH,COORDENADORA,444107,25aug2023,.59156448,.026660545,.015771432,10689.516,6777.771
Resumen - Gran Venta Anual De Productos Haras La Madrina,16apr2025,2025,Hembra,3,La Madrina,DADDY DEL SUR,DADDY LONG LEGS,GALANA DEL SUR,444152,14sep2023,.54152453,.037066516,.020072427,19435.482,9682.6768
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,3,Santa Maria De Araras,HURRY AND HURRY,DANIEL BOONE,HONEY HAPPY,447384,18oct2023,.67726475,.097114183,.065772012,21333.859,3243.6074
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,9,Santa Maria De Araras,SALVATTISTA,DANIEL BOONE,SALVA DI APPLAUSI,441763,18jul2023,.64995849,.089716375,.058311921,12985.827,2226.9592
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,35,Santa Maria De Araras,TAKE ONE,JAPAN,TAKEN AWAY,447391,28oct2023,.58311951,.096275911,.056140363,10342.284,1842.219
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,41,Santa Maria De Araras,QUARTERBACK,HIT IT A BOMB,QUATRO FOLHAS,443369,19aug2023,.76497614,.10075276,.077073462,8811.8115,1143.3003
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,48,Santa Maria De Araras,TABLIT,HIT IT A BOMB,TAIKA,443373,05aug2023,.51611662,.073781893,.038080063,3710.2363,974.32513
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,24,Santa Maria De Araras,ORIGINAL BOY,DANIEL BOONE,ORIGINALIDAD,444247,19sep2023,.73112136,.073721379,.053899273,4869.6851,903.47882
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,14,Santa Maria De Araras,TOULOUSE,DANIEL BOONE,TATIE QUEEN,443370,20aug2023,.69201827,.10388424,.071889795,12522.048,1741.8394
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,37,Santa Maria De Araras,SAMMI BOMB,HIT IT A BOMB,SANTA SABINA,443372,04aug2023,.52896386,.067149237,.035519518,8348.0322,2350.2661
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,18,Santa Maria De Araras,FABIUS MAXIMUS,DANIEL BOONE,FUNICULA,447379,14oct2023,.60373157,.062660702,.037830245,9971.2607,2635.7908
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,28,Santa Maria De Araras,BOHEMIA KISS,DANIEL BOONE,BUTTERFLY KISS,447376,13oct2023,.5718801,.05469384,.03127832,6956.6934,2224.1262
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,1,Santa Maria De Araras,QUE FORTE,FORTIFY,QUE BELLA NOCHE,441769,25jul2023,.65587914,.16839527,.11044694,47305.516,4283.0986
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,45,Santa Maria De Araras,SEVEN STARS,HIT IT A BOMB,SAFON,,,,,,9043.7012,
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,38,Santa Maria De Araras,MACEIO,DANIEL BOONE,MALIBU STAR,441760,11jul2023,.75822544,.083423942,.063254155,5333.4648,843.18018
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,12,Santa Maria De Araras,SIR LUIGI,DANIEL BOONE,SERENITY QUEEN,443371,27aug2023,.76726681,.085044742,.065252006,12522.048,1919.0288
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,25,Santa Maria De Araras,OFUSCADOR,DANIEL BOONE,ORDEM UNIDA,445900,29sep2023,.71223944,.1044405,.074386649,5101.5752,685.81866
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,23,Santa Maria De Araras,JESSIE JAY,DANIEL BOONE,JOLIE JOAN,444239,11sep2023,.61390269,.11835514,.072658539,4869.6851,670.21509
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,2,Santa Maria De Araras,TRUCO GALLO,FORTIFY,TROPEADORA,445896,27sep2023,.62651908,.17153229,.10746825,41740.16,3883.9526
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,22,Santa Maria De Araras,FEL FEM,DANIEL BOONE,FELICIDAD IS BACK,445909,05oct2023,.58404702,.053381186,.031177122,9043.7012,2900.7493
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,10,Santa Maria De Araras,QUALICK,DANIEL BOONE,QUEEN KELLY,445910,06oct2023,.66191798,.097567417,.064581625,9275.5908,1436.2585
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,40,Santa Maria De Araras,FESTIVE LADY,DANIEL BOONE,FELICIDAD ALWAYS,445892,26sep2023,.56090569,.045320462,.025420506,8579.9219,3375.1973
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,39,Santa Maria De Araras,MELINDROSO,DANIEL BOONE,MIAMI QUEEN,447394,27oct2023,.62660623,.071644001,.044892576,4869.6851,1084.7417
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,42,Santa Maria De Araras,VERTIGINOSO,JAPAN,VIVA LAS VEGAS,447381,15oct2023,.61793476,.040238492,.024864763,2782.6772,1119.1248
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,34,Santa Maria De Araras,FUERTE Y CLARO,DANIEL BOONE,FUNK GIRL,445902,30sep2023,.69174016,.05453505,.037724085,4869.6851,1290.869
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,15,Santa Maria De Araras,PUNCH BOY,DANIEL BOONE,PERSONAL DOT,444245,19sep2023,.62015671,.13323523,.082626723,12522.048,1515.4961
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,20,Santa Maria De Araras,OSTENTOSOS,DANIEL BOONE,ORANGE AND GREEN,,,,,,8579.9219,
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,11,Santa Maria De Araras,QUARTZ MAN,DANIEL BOONE,QUEEN PLUM,445906,03oct2023,.6827234,.1624727,.11092391,16696.064,1505.1818
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,27,Santa Maria De Araras,SUSQUEÑA,DANIEL BOONE,SUBLIMACION,441761,15jul2023,.52640492,.18042618,.09497723,6956.6934,732.45905
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,4,Santa Maria De Araras,CONSTANTINO KING,DANIEL BOONE,CARTA PATENTE,447395,27oct2023,.67045814,.094944336,.063656203,12058.269,1894.2802
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,7,Santa Maria De Araras,FUTURE MIND,DANIEL BOONE,FUZARCA,443686,10sep2023,.71123636,.12887391,.091659814,27362.994,2985.2771
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,46,Santa Maria De Araras,SAKURA TREE,DANIEL BOONE,SAY SARAH,447375,13oct2023,.59355026,.049736634,.029521191,4637.7954,1571.0055
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,6,Santa Maria De Araras,DAKOTA BOONE,DANIEL BOONE,DISNEY QUEEN,445898,28sep2023,.62706405,.062563941,.039231598,16696.064,4255.7695
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,19,Santa Maria De Araras,CIMENTADO,DANIEL BOONE,CINCIDELLA,445911,09oct2023,.65682602,.084475242,.055485535,6492.9136,1170.1993
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,13,Santa Maria De Araras,SOBERANO BOONE,DANIEL BOONE,SALZBURG QUEEN,447382,17oct2023,.67741895,.050191432,.034000628,7884.2524,2318.855
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,29,Santa Maria De Araras,TROVATORE,DANIEL BOONE,TRI BACANA,445905,02oct2023,.64371473,.079442836,.051138524,4637.7954,906.90833
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,30,Santa Maria De Araras,TATTO BLACK,DANIEL BOONE,TATTOUM,441766,21jul2023,.70376498,.10551659,.074258879,4637.7954,624.54425
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,43,Santa Maria De Araras,HARRY EL SUCIO,DANIEL BOONE,HORA UNIVERSAL,444241,15sep2023,.65405732,.072549939,.04745182,5333.4648,1123.9747
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,33,Santa Maria De Araras,FESTIVE BOONE,DANIEL BOONE,FEELINGS,445913,13oct2023,.54867518,.053524245,.029367425,4637.7954,1579.2312
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,36,Santa Maria De Araras,TEAM VIOLET,DANIEL BOONE,TALK OF ANGELS,444542,05sep2023,.63507825,.057747565,.036674224,4637.7954,1264.5927
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,21,Santa Maria De Araras,FUZZY PET,DANIEL BOONE,FUZZY LOGIC,445891,26sep2023,.64250433,.096944332,.062287152,6724.8037,1079.6454
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,26,Santa Maria De Araras,QUE TANGACHO,DANIEL BOONE,QUE SEJA DOCE,445901,30sep2023,.57437581,.068069279,.039097346,7652.3628,1957.2589
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,17,Santa Maria De Araras,QUEMOSIS,DANIEL BOONE,QUICK SHE GO,444237,08sep2023,.50577801,.046313457,.023424329,6956.6934,2969.8582
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,32,Santa Maria De Araras,JUST DANCE,DANIEL BOONE,JOLIE GIGI,443377,23aug2023,.42856923,.062406585,.026745541,7884.2524,2947.8755
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,31,Santa Maria De Araras,VAE SOLI,DANIEL BOONE,VISION OF MOON,447387,19oct2023,.62359953,.11643567,.072609231,3014.5671,415.17685
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,8,Santa Maria De Araras,QUEEN'S BANQUE,DANIEL BOONE,QUEEN DALILLA,,,,,,16232.284,
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,44,Santa Maria De Araras,FIRST QUEEN,VILLAGE KING,FELURIAN,441762,16jul2023,.40763116,.057041779,.023252007,4405.9058,1894.8497
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Macho,5,Santa Maria De Araras,QUANDO QUERO,DANIEL BOONE,QUINDICI,447383,18oct2023,.63333946,.11431393,.072399527,21333.859,2946.6848
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,47,Santa Maria De Araras,SAKURA´S MOON,JAPAN,SAVANNAHS MOON,,,,,,2782.6772,
Resumen - Gran Venta Anual Haras Santa Maria De Araras,14apr2025,2025,Hembra,16,Santa Maria De Araras,ASTRONOMIST,DANIEL BOONE,AT THE MAIL,445908,03oct2023,.57846081,.060749505,.035141207,12058.269,3431.3757
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Hembra,10,El Arroyo,EMPRESS MORRIS,GOUVERNEUR MORRIS,EMPRESS DIVA,441638,21jul2023,.56589639,.012941817,.0073237275,15837.639,21625.107
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Macho,9,El Chanar,UN RELAMPAGO,TREASURE BEACH,UNA DIOSA,443831,27aug2023,.59873462,.054052453,.032363076,27715.867,8564.04
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Hembra,26,El Chanar,GOODNIGHT BABY,DADDY LONG LEGS,GOODNIGHT KISS,442042,07aug2023,.45558774,.036482014,.016620759,30091.514,18104.777
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Hembra,43,El Mallin,SIEMPRE EN VENTA,SOVEREIGN,MARIASISNOTFORSALE,,,,,,8710.7012,
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Hembra,4,El Mallin,CITA PERFECTA,SOVEREIGN,SAVE THE DATE,447012,16oct2023,.6329931,.1224003,.077478543,72061.258,9300.8018
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Macho,24,Santa Ines,OTIS BLUE,UNCLE CHUCK,ORPEN MOON,445460,29sep2023,.65644538,.072169222,.047375154,15045.757,3175.875
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Macho,52,El Mallin,TRUMAN CAPOTE,NICHOLAS,GOLIGHTLY,447000,17sep2023,.52497709,.023616292,.012398012,9502.583,7664.6021
Resumen - Gran Venta Selecta Haras Las Retamas,10apr2025,2025,Macho,7,Las Retamas,GROOVE DEALER,SEAHENGE,GOING,443335,26aug2023,.82478577,.04155359,.034272809,6730.9966,1963.9467
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Macho,19,El Mallin,FOGUEADO,SOVEREIGN,CURTIDA NISTEL,441733,02aug2023,.61590266,.040716119,.025077166,10294.465,4105.1147
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Macho,31,El Mallin,DAY LEWIS,SOVEREIGN,LA MAS POSH,446999,12oct2023,.62067342,.01957345,.01214872,15837.639,13036.467
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Macho,8,El Mallin,SERBIO,SOVEREIGN,MISS SEITER,444084,30jul2023,.78272903,.097754046,.07651493,12670.111,1655.9005
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Hembra,47,El Mallin,ABRAZADORA,SOVEREIGN,ABIDE,447011,08oct2023,.6700809,.044281125,.029671935,7918.8193,2668.791
Resumen - Gran Venta Selecta Haras Las Retamas,10apr2025,2025,Macho,3,Las Retamas,ENTER THE CLUB,,,,,,,,15837.639,
Resumen - Gran Venta Selecta Haras Las Retamas,10apr2025,2025,Hembra,15,Las Retamas,STEREO LAB,DANIEL BOONE,SAVOIR AIMER,445265,24sep2023,.65435988,.037835162,.024757812,7918.8193,3198.5134
Resumen - Venta Copa Bullrich Abril,10apr2025,2025,Macho,15,El Chanar,EXCELSO,DADDY LONG LEGS,EXCHANGELY,441797,19jul2023,.67538017,.063701779,.043022919,19005.166,4417.4517
Resumen - Gran Venta Selecta Haras Las Retamas,10apr2025,2025,Hembra,16,Las Retamas,PALAPA,CITYSCAPE,PALMA DEL RIO,443340,02sep2023,.52951944,.030578626,.016191976,7522.8784,4646.0532
Resumen - Gran Venta Selecta Haras Las Retamas,10apr2025,2025,Hembra,10,Las Retamas,SURTEES,HAT NINJA,OPENTHEGATE,446286,27oct2023,.61168957,.040107556,.024533374,8314.7607,3389.1631
Resumen - Gran Venta Selecta Haras Las Retamas,10apr2025,2025,Macho,2,Las Retamas,JAZZ FUNK,FORTIFY,JASMINKA,443321,12sep2023,.7445848,.074253939,.055288356,29299.631,5299.4214
