rank,name,padrillo,M,PRS,PR,PS,Sire_Stk_Wnrs_Rnrs,MomSib_Sibs_at2y,Dam_Mean_T3_BSN,Dam_Raced_STK,Dam_Placed_STK,Dam_Total_Rcs,Best_Foal_Bsn,Best_Foal_Raced_Stk,Best_Foal_Placed_Stk,Dam_Sib_Total_G1G2,DamSibs_G1G2_Total,PRS_Value,ownCharac,father,Fathsiblings,mother,Momsiblings,uncles,maternalParents,inbreedingCoefficient,M_age_at_birth,M_season,MomSib_Sibs_raced_at2y,MomSib_wnrs_STK_at2y,MSib_STK_won_at2y,MSib_mean_cumAEI_at2y,studbook_id,birth_month,offs_stk_rnrs,offs_stk_wnrs,sire_ps,birth_eday,MomSib_wnrs3yo_at2y,FathSib_runshare_3yo,sex,Dam_Won_G1_STK,Dam_Won_STK,FathSibSTKWnrsPerRnr,FathSibSTKWnrsPerOffs,MSib_StkWnrs_Offs,FathSib_STKWinnersLast4Gens,FathSibSTKWnrShL4Gens,lote,haras,link,start,end_date,f_STK_races_total_races,raced_won_g1_yn,cei_per_offs
3,FUTURUM,PNEUMATIC (USA),PORTA FEM,.015515732,.58301556,.026612895,.045471769,3,99.899887,No,No,8,84.959084,No,No,0,0,3413.4609,.10785061,.037445053,-.020157173,.16625506,.090614736,-.019915957,-.0024776245,.0209460199112073,11.90411,5,1,0,0,.089408264,441879,7,0,0,.01728788,26jul2023,0,0,2,0,0,0,0,0,0,0,7,El Trebol,https://www.fallowremates.com/remates/6,,,,n-n-n,.50664681
3,HAND IN HAND,IL CAMPIONE (CHI),HANDPRINT (USA),.039523836,.71571791,.055222645,.092537314,5,,No,No,0,106.81239,No,No,0,0,8695.2441,.044491172,-.044268742,.11218795,.13393897,.2208872,-.068169914,.03462645,.0344709843029705,11.40274,8,3,0,0,.27201295,443748,8,0,0,.06791921,19aug2023,1,.57611942,2,0,0,.092537314,.051155116,0,27,.054989818,14,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.12915677,n-n-n,1.1424544
13,HANGA ROA,DADDY LONG LEGS (USA),HELLAS VERONA,.040230036,.67541707,.059563249,.081081077,0,108.07349,YES,YES,12,,No,No,0,,8850.6074,.067440152,.030282989,.083937913,.24001217,-.17644922,-.021407478,-.012800073,.0437711468957787,8.0684929,1,0,0,0,0,443011,8,0,0,.1142209,21aug2023,0,.67567569,1,0,0,.081081077,.036036037,0,12,.040268455,16,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.12418301,y-n-n,
4,HARMONY STAR,NICODEMUS (USA),HENNIE SIX,.014233651,.62223148,.022875169,.045471769,1,100.76337,YES,YES,18,,No,No,0,0,3131.4031,.093557119,.037445053,-.020157173,.26037455,-.13002381,-.012957036,.038375072,.0281223379097355,7.0356164,2,1,0,0,.12709294,441877,8,0,0,.01728788,01aug2023,0,0,1,1,1,0,0,0,0,0,2,El Trebol,https://www.fallowremates.com/remates/6,,,,y-y-y,.63546467
66,HOJAS EN BLANCO,COSMIC TRIGGER,DE REVERSA,.0047296486,.53047001,.008915958,.073170729,1,,No,No,0,,No,No,0,0,1040.5227,-.036053181,-.094384924,.045891896,-.068996549,-.13085662,.05448585,-.0014966698,.024978229223052,6.9753423,3,1,0,0,.1254043,448179,10,0,0,-.048493028,10oct2023,0,.4593496,1,0,0,.073170729,.033707865,0,10,.029325513,4,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.10534052,n-n-n,.2508086
9,HORNOPIREN,TREASURE BEACH (GB),HUETZCA,.0466552,.80366296,.058053192,.042959426,3,100.77271,Yes,No,13,111.54337,YES,YES,5,.15151516,10264.145,-.025467336,.030282989,-.060753867,.035966627,.16900839,.045434639,-.0060006697,.0308414362807525,10.032877,5,2,0,0,.43001238,445347,9,0,0,-.030470878,29sep2023,0,.52028638,2,0,0,.042959426,.024623804,0,3,.0099337753,10,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.067471437,y-n-n,4.7301359
1,HURACAN DE ARECO,IL CAMPIONE (CHI),KATRINA INC,.016963836,.64676744,.02622865,.092537314,3,110.1778,Yes,Yes,31,71.617813,No,No,0,0,3732.0439,.092311919,-.12115151,.13250647,.14072168,-.1209347,-.024107166,0,.0283777198601456,10.879452,5,1,0,0,.033860877,447535,8,0,0,.011354968,11aug2023,0,.57611942,2,0,1,.092537314,.052631579,0,27,.054989818,12,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.12915677,y-y-n,.079008713
2,IDAHUE,DADDY LONG LEGS (USA),INFILTRADA,.067389078,.79990101,.084246777,.081081077,5,118.55253,YES,YES,30,117.76126,YES,YES,3,.065217391,14825.598,.12937844,.030282989,.089185864,-.081370041,.42474288,-.0315338,-.0060006697,.0389372617473782,14.920547,9,4,1,2,.4349651,441773,7,0,0,.11946885,26jul2023,0,.67567569,2,1,1,.081081077,.038338657,.2,12,.040268455,2,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.12418301,y-y-y,4.0016789
3,INDIRA,TRUE CAUSE (USA),LIMA DE VERAS,.013676695,.6795609,.020125782,.019607844,13,56.953262,No,No,2,111.52964,YES,YES,25,.13736264,3008.8728,-.032755852,-.040834963,-.098146148,-.061833285,.34243476,-.033592414,.011913024,.0371343875303864,19.838356,10,12,2,4,.35083365,446624,9,0,0,-.1389811,12sep2023,1,.40336135,1,0,0,.019607844,.012216405,.15384616,0,0,12,TRES MARÍAS,https://arg-sales.com/remates/view/359,19-06-2025,22-06-2025,.034018263,n-n-n,4.9116712
85,ISA MORRIS,GOUVERNEUR MORRIS (USA),ILDE,.011140381,.50795263,.02193193,.045471769,1,113.05508,YES,YES,12,,No,No,0,,2450.8838,.039726734,-.044268742,-.11374326,.1405558,-.17122747,-.010147884,-.053878345,.0333152759399127,6.9561644,2,0,0,0,0,443751,8,0,0,-.158012,21aug2023,0,1,1,0,1,.22222222,.016393442,0,2,.024691358,46,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.21052632,y-y-n,0
30,ISTMINA,NICODEMUS (USA),INIELIKA,.021558721,.69229978,.03114073,.045471769,2,70.667366,No,No,3,91.091866,No,No,0,0,4742.9185,-.10169911,.030282989,-.072531104,-.1089041,-.043004379,.020260669,-.0060006697,.0481942730111768,8.9972601,4,2,0,0,.19266936,445804,10,0,0,-.042248115,31oct2023,0,0,1,0,0,0,0,0,0,0,13,El Trebol,https://www.fallowremates.com/remates/6,,,,n-n-n,1.6376896
18,IZNAJAR,NICODEMUS (USA),ISTISHAARY (GB),.036446869,.68622881,.053111833,.045471769,9,,No,No,0,116.40913,YES,YES,4,.095238097,8018.311,-.10408133,.030282989,-.072531104,.11704313,.21774514,-.062890798,-.012800073,.0464346183689486,17.769863,10,6,1,1,.29173526,445805,11,0,0,-.042248115,01nov2023,0,0,2,0,0,0,0,.11111111,0,0,4,El Trebol,https://www.fallowremates.com/remates/6,,,,n-n-n,1.3614312
78,JOYA PORTEÑA,PUERTO ESCONDIDO,JOYA GAUCHA,.012380738,.59252232,.020894973,.025316456,2,88.993164,No,No,13,,No,No,0,,2723.7622,.092136025,-.011491746,-.18464215,-.019572899,-.17122747,.059511505,-.0062262453,.0383654125253088,8.7835617,4,0,0,0,0,442782,7,0,0,-.1961339,30jul2023,0,.4050633,1,0,0,.025316456,.0091324197,0,2,.0094339624,52,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.024518389,n-n-n,0
33,JUDAS,GOUVERNEUR MORRIS (USA),PLAGE MIDI,.011011422,.7683183,.014331848,.045471769,1,82.129005,No,No,7,,No,No,0,,2422.5127,.059088945,-.025438219,-.034837171,-.092041768,-.10695981,.039378818,.028702773,.0272731126333383,6.8273973,2,0,0,0,0,442593,8,0,0,-.060275391,10aug2023,0,1,2,0,0,.22222222,.018518519,0,2,.024691358,22,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.21052632,n-n-n,0
63,KALONERI,UNCLE CHUCK (USA),KATHY ROSE,.015062197,.66920775,.022507505,.045471769,7,85.135185,No,No,5,104.80277,YES,YES,6,.14634146,3313.6833,.04687345,-.044268742,-.1342296,-.064474203,-.020095393,-.015991792,.03462645,.0342524378647795,14.076713,9,5,0,0,.27819327,443391,8,0,0,-.17849834,18aug2023,1,0,2,0,0,0,0,0,0,0,24,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,n-n-n,1.6294177
80,KARMA KISS,DANIEL BOONE (BRZ),KISS LAURIE,.0095490934,.49038199,.019472765,.052287582,3,,No,No,0,45.101219,No,No,0,0,2100.8005,-.094730914,.0044128597,-.036354095,-.077419981,-.13062973,-.0030587241,-.0088265464,.0404191177294706,9.2054796,6,1,0,0,0,447388,10,0,0,-.031941235,20oct2023,0,.4509804,1,0,0,.052287582,.021447722,0,2,.0080645159,29,Juan Antonio y Santa Maria de Araras e Invitados,https://www.fallowremates.com/remates/5,,,.079058029,n-n-n,0
39,KENAKIR,IL CAMPIONE (CHI),KENTUCKY ROSE,.022227846,.62460518,.035587035,.092537314,5,81.343307,No,No,4,105.79495,YES,YES,5,.2631579,4890.126,-.04365176,-.044268742,.10582194,-.047681127,.16871186,-.035423443,-.0062262453,.0437684842545423,10.19726,6,2,0,0,.56884956,445465,9,0,0,.061553195,25sep2023,0,.57611942,2,0,0,.092537314,.048361935,0,27,.054989818,15,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.12915677,n-n-n,2.1616282
22,KEYDAN,FORTIFY (USA),KEY OF LUCK,.026591809,.64580017,.041176528,.13207547,10,99.733673,No,No,7,118.84734,YES,YES,10,.12345679,5850.1982,-.06032747,-.044268742,.2266123,-.064474203,.17775752,-.027219184,-.0062262453,.0387650094344281,18.054794,10,6,1,6,.60241586,445461,10,0,0,.18234356,02oct2023,3,.54481131,2,0,0,.13207547,.071337581,.1,28,.067632847,8,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.14757062,n-n-n,4.8795686
21,KILAUEA,NICHOLAS,OBONA,.003434458,.32676473,.010510492,0,0,,No,No,0,,No,No,0,,755.58075,.0077964067,.031681702,-.020157173,-.069159865,-.13392,-.010343578,.038375072,.0384984751053707,6.0136986,1,0,0,0,0,443316,9,0,0,.011524528,06sep2023,0,1,1,0,0,0,0,0,0,0,14,El Trebol,https://www.fallowremates.com/remates/6,,,0,n-n-n,
1,KIOTO,CITYSCAPE (GB),LA LIMEÑITA,.01834083,.80116254,.022892769,.088105723,2,105.65845,YES,YES,23,64.260948,No,No,0,0,4034.9827,-.044667065,.12250486,.068994373,.1073727,-.11632284,.01333731,.011913024,.0410611957486253,9.9643831,4,1,0,0,.022650486,446625,9,0,0,.19149923,17sep2023,0,.42731276,2,0,1,.088105723,.04524887,0,3,.020979021,10,TRES MARÍAS,https://arg-sales.com/remates/view/359,19-06-2025,22-06-2025,.097594984,y-y-n,.045300972
16,KYPRINOS,FORTIFY (USA),KAMBARA,.029424092,.68266636,.043101717,.13207547,1,104.80277,YES,YES,22,,No,No,0,,6473.3003,.054020166,-.044268742,.23603448,.14633434,-.17122747,.021256022,-.0062262453,.0469538903416833,8.0575342,2,0,0,0,0,443395,8,0,0,.19176574,15aug2023,0,.54481131,2,0,0,.13207547,.075471699,0,28,.067632847,4,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.14757062,y-n-n,0
19,KYPRIOS,HI HAPPY,KATY ROSE,.027859293,.63663107,.043760497,.067226894,7,,No,No,0,98.687088,No,No,0,0,6129.0444,.12548745,.24157594,-.008113265,-.064474203,-.041671261,-.040049374,.03462645,.0564348537300248,12.989041,10,5,0,0,.13458647,442010,7,0,0,.23346268,16jul2023,0,.55462188,2,0,0,.067226894,.030418251,0,8,.030769231,16,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.13539192,n-n-n,.71138567
39,LA BARBARIE,QUE VIDA BUENA,BARBARISIMA,.0058786757,.26980063,.021788962,.019911505,3,86.497437,No,No,11,,No,No,0,,1293.3087,.13071263,.10018802,.0029815137,.12363888,-.12473487,-.0040240772,-.0045907702,.0328989418885612,10.70137,5,0,0,0,0,441528,7,0,0,.10316953,11jul2023,0,.28318584,1,0,0,.019911505,.0094537819,0,3,.011152416,12,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.038540147,n-n-n,0
82,LA TANGUERIA,TOUAREG,QUIEN DICE TANGO,.0025646903,.28061923,.0091393963,0,0,,No,No,0,,No,No,0,,564.23187,.09259674,-.063151799,-.015368305,-.090374701,-.12473487,-.024946801,-.011390174,.048558156384388,5.0219178,1,0,0,0,0,442055,7,0,0,-.078520104,27jul2023,0,.61290324,1,0,0,0,0,0,0,0,17,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.0073529412,n-n-n,
56,LA TIK TOK,TOUAREG,JOY BELOVED,.0047395141,.34860995,.013595464,0,0,88.426353,No,No,19,,No,No,0,,1042.6931,.1354771,-.063151799,-.015368305,-.065594181,-.12473487,.09983328,-.0045907702,.0429409538628533,7.8273973,2,0,0,0,0,441520,7,0,0,-.078520104,09jul2023,0,.61290324,1,0,0,0,0,0,0,0,15,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.0073529412,n-n-n,
96,LARRY KING,UNCLE CHUCK (USA),LARIANA,.0089393565,.57501256,.015546367,.045471769,1,79.086205,No,No,3,,No,No,0,,1966.6584,-.074620903,-.044268742,-.1342296,-.032905411,-.17122747,.055714644,-.0062262453,.0330987178240321,7.1260276,2,0,0,0,0,446358,10,0,0,-.17849834,08oct2023,0,0,2,0,0,0,0,0,0,0,33,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,n-n-n,0
17,LEJANO OESTE,VEKOMA (USA),MARIAH GIRL,.0093841366,.47503942,.019754438,.045471769,0,89.886902,YES,YES,4,,No,No,0,,2064.51,.087832272,-.014258891,.045291059,.10668961,-.12473487,.070710078,-.0045907702,.0415984696737723,7.0109587,1,0,0,0,0,447477,7,0,0,.031032167,29jul2023,0,0,2,0,0,0,0,0,0,0,11,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,,y-n-n,
59,LINDA MENINA,DANIEL BOONE (BRZ),LA VARENDETTA,.015496744,.54935688,.028208883,.052287582,4,103.61779,No,No,5,95.272202,No,No,0,0,3409.2837,-.10425991,.0044128597,-.036484793,.028965153,-.0028727651,-.0030587241,-.0088265464,.0372176989840227,11.030137,6,2,0,0,.1494779,447390,10,0,0,-.032071933,24oct2023,0,.4509804,1,0,0,.052287582,.021390375,0,2,.0080645159,25,Juan Antonio y Santa Maria de Araras e Invitados,https://www.fallowremates.com/remates/5,,,.079058029,n-n-n,.44843367
49,MACASSAR,UNCLE CHUCK (USA),MADAME BEY,.019165058,.69029754,.027763473,.045471769,1,79.089165,No,No,2,107.80344,No,No,0,0,4216.3125,.13739866,-.044268742,-.1342296,-.092008263,.050036639,.021256022,-.0062262453,.0374368845914432,6.7945204,3,1,0,0,.66785258,442005,7,0,0,-.17849834,11jul2023,0,0,2,0,0,0,0,0,0,0,20,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,n-n-n,2.0035577
27,MADAGASCAR,UNCLE CHUCK (USA),MADAME KRIS,.025052883,.64910668,.038595941,.045471769,4,104.88583,Yes,No,2,111.20241,YES,YES,3,.14285715,5511.6343,.077842593,-.044268742,-.1342296,-.064474203,.26711345,.018094808,.03462645,.0437905507205869,11.032877,8,3,1,2,.48866308,443090,8,0,0,-.17849834,05aug2023,2,0,2,0,0,0,0,.25,0,0,22,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,y-n-n,2.5654812
2,MAGADINO,PNEUMATIC (USA),IPANEMA CAT,.0087465141,.60497051,.014457753,.045471769,7,102.85114,Yes,No,12,98.285667,No,No,0,0,1924.2332,-.068132102,.034279555,-.061049625,-.051165923,.15996538,-.05073135,.024511617,.0232016725058202,16.956165,10,5,0,0,.10134866,445129,10,0,0,-.02677007,08oct2023,1,0,2,0,0,0,0,0,0,0,28,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,,y-n-n,.76735413
4,MALCRIADO,TOUAREG,MISS LOLA (USA),.016400091,.48116034,.034084462,0,6,,No,No,0,104.41433,No,No,0,0,3608.02,.14262384,-.063151799,-.015368305,.13557252,.27262461,-.000047776848,.036261924,.0588780741090886,16.347944,10,3,0,0,.14994198,441521,7,0,0,-.078520104,06jul2023,1,.61290324,2,0,0,0,0,0,0,0,4,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.0073529412,n-n-n,.89965189
6,MALINCHERA,DANIEL BOONE (BRZ),MALIBU HONEY,.035027947,.73666281,.047549501,.052287582,3,95.941757,YES,YES,8,100.34478,No,No,0,0,7706.1484,.15540454,.0044128597,-.02622965,-.049885921,.13898674,.0333912,-.0088265464,.0361649406768265,8.8986301,5,3,0,0,.15800148,441759,7,0,0,-.02181679,07jul2023,0,.4509804,1,0,0,.052287582,.025889968,0,2,.0080645159,26,Juan Antonio y Santa Maria de Araras e Invitados,https://www.fallowremates.com/remates/5,,,.079058029,y-n-n,1.5273477
40,MARI BELLA,GOT TALENT,MARIA'S RYE,.0015854356,.31883681,.0049725613,0,1,60.999859,No,No,1,,No,No,0,,348.79584,-.10583109,-.13874343,-.11389993,-.074117169,-.11194827,.00452777,-.01157587,.0369589126821666,11.054794,5,0,0,0,0,445097,10,0,0,-.25264335,20oct2023,0,.17460318,1,0,0,0,0,0,0,0,24,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.033033032,n-n-n,0
58,MARINA CITY,HI HAPPY,MARINA AZUL,.016491741,.5080201,.032462772,.067226894,6,,No,No,0,93.740036,No,No,0,0,3628.1831,-.081767678,.24157594,-.018049389,-.064474203,-.013983175,-.022692267,-.0062262453,.0630410594894784,11.043836,7,3,0,0,.059988175,446355,10,0,0,.22352655,11oct2023,0,.55462188,1,0,0,.067226894,.026058631,0,8,.030769231,45,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.13539192,n-n-n,.66986793
26,MASHAL,FORTIFY (USA),MEHASIA,.025609309,.64250958,.039858252,.13207547,4,87.740723,No,No,8,95.54599,No,No,0,0,5634.0479,-.13655925,-.044268742,.22257283,.025699198,.071342185,.045432255,-.0062262453,.0474524139281129,10.235617,5,2,0,0,.23612338,447341,11,0,0,.17830409,03nov2023,0,.54481131,2,0,0,.13207547,.069565214,0,28,.067632847,12,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.14757062,n-n-n,1.0035244
1,MASK MAY,MASK (USA),LUCY MAY,.017463451,.66201907,.026379077,.045471769,0,118.52235,YES,YES,17,,No,No,0,,3841.9592,.1347754,-.0081806183,.019571394,.26003319,-.11194827,.020510331,-.01157587,.0156401073090819,6.7561646,1,0,0,0,0,441484,7,0,0,.011390775,11jul2023,0,.72500002,2,0,1,.050000001,.01980198,0,2,.02020202,9,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.15458937,y-y-n,
44,ME GUSTAS TU,TOUAREG,MEGAFIVE,.0055923457,.38540286,.014510389,0,4,119.80388,YES,YES,21,72.133339,No,No,0,0,1230.316,.013982713,-.063151799,-.015368305,-.062840641,.13470536,-.0064748563,-.0045907702,.0227730210463051,14.991781,9,3,0,0,.23607083,442532,8,0,0,-.078520104,29aug2023,0,.61290324,1,0,1,0,0,0,0,0,21,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.0073529412,y-y-n,.41312397
54,MISTER VOLARE,HI HAPPY,MISS TOP LADY,.017298253,.54880899,.031519625,.067226894,2,,No,No,0,,No,No,0,,3805.6157,.034962237,.24157594,-.013688505,-.092008263,-.17122747,.021256022,-.0062262453,.0379269348632079,7.920548,3,0,0,0,0,443754,8,0,0,.22788744,23aug2023,0,.55462188,2,0,0,.067226894,.027972028,0,8,.030769231,18,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.13539192,n-n-n,0
43,MONTALDO,UNCLE CHUCK (USA),MARSIGLIESE,.021001512,.59651744,.035206869,.045471769,11,103.45729,YES,YES,17,103.05589,YES,YES,5,.098039217,4620.3325,-.034122825,-.044268742,-.1342296,-.064474203,.35253769,.020602517,-.0062262453,.033044097275706,18.041096,10,3,1,1,.40646476,445035,9,0,0,-.17849834,21sep2023,1,0,2,0,1,0,0,.090909094,0,0,28,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,y-y-n,1.8845184
61,MOROTAI,UNCLE CHUCK (USA),MARINA ROMEA,.015771488,.56991184,.027673557,.045471769,6,,No,No,0,116.18571,YES,YES,4,.36363637,3469.7273,-.041269541,-.044268742,-.1342296,-.064474203,.2121406,.0082182437,-.0062262453,.0280095335183432,13.178082,9,3,1,1,1.5612347,445459,9,0,0,-.17849834,24sep2023,1,0,2,0,0,0,0,.16666667,0,0,29,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,n-n-n,2.8622637
16,MUNDO VASILUS,COSMIC TRIGGER,CLASE SOCIAL,.010330009,.5467388,.018893866,.073170729,3,,No,No,0,102.38197,YES,No,1,.090909094,2272.6021,.13308603,-.094384924,.052450076,-.068996549,.18669599,-.00042203069,-.049148768,.021397961943876,8.7068491,4,1,0,0,.29234594,442625,7,0,0,-.041934848,31jul2023,1,.4593496,2,0,0,.073170729,.036585364,0,10,.029325513,1,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.10534052,n-n-n,1.0719351
33,NADIE COMO ELLA,TOUAREG,KOKETA,.0062103476,.48225275,.012877786,0,1,76.926826,No,No,9,,No,No,0,0,1366.2765,.14500606,-.063151799,-.015368305,-.038060274,-.12322762,.033021387,-.0045907702,.0389297105684818,7.9698629,2,1,0,0,0,441523,7,0,0,-.078520104,05jul2023,0,.61290324,1,0,0,0,0,0,0,0,14,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.0073529412,n-n-n,0
4,NEBBIUNO,COSMIC TRIGGER,RISERVA,.0058312453,.5602265,.010408728,.073170729,0,92.363876,No,No,10,,No,No,0,,1282.874,-.0038115978,-.13711822,.054652408,-.031616997,-.040744971,-.0056466684,-.016341079,.0538942793791648,6.049315,1,0,0,0,0,443907,9,0,0,-.082465813,11sep2023,0,.4593496,2,0,0,.073170729,.034749035,0,10,.029325513,27,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.10534052,n-n-n,
3,NEGRO DE PERGAMINO,HI HAPPY,COSTA SMERALDA,.014743728,.51489943,.028634189,.067226894,0,77.091331,No,No,2,,No,No,0,,3243.6201,.066383243,.36285752,.052442119,.019657724,-.13324556,.044024028,-.0014966698,.0465103935930529,7.0657535,2,0,0,0,0,444353,8,0,0,.41529965,28aug2023,0,.55462188,2,0,0,.067226894,.027681662,0,8,.030769231,2,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.13539192,n-n-n,
1,NEVADO PISCO,FORTIFY (USA),NANGA PARBAT,.045235142,.66178638,.068353087,.13207547,6,,No,No,0,117.23913,YES,YES,15,.26785713,9951.7314,.10642949,-.044268742,.24277994,-.064474203,.40900922,-.05801183,.03462645,.0788703356520273,12.389041,8,6,2,12,1.0147918,442479,7,0,0,.1985112,24jul2023,1,.54481131,2,0,0,.13207547,.078431375,.33333334,28,.067632847,1,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.14757062,n-n-n,9.4713907
11,NILAHUE,FORTIFY (USA),NASA ORO,.042614769,.7543,.056495782,.13207547,3,54.942352,No,No,2,89.682404,No,No,0,0,9375.249,-.011173904,.030282989,.29062143,-.1089041,-.053791188,.023909435,-.0060006697,.0450470265204785,7.9753423,4,2,0,0,.36570576,445346,9,0,0,.32090443,23sep2023,0,.54481131,2,0,0,.13207547,.072351418,0,28,.067632847,3,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.14757062,n-n-n,.60950959
92,NILSA,GOUVERNEUR MORRIS (USA),NARKANDA,.010417099,.55205125,.018869804,.045471769,0,80.978363,No,No,8,,No,No,0,,2291.7617,.013522029,-.044268742,-.11374326,-.033154532,-.17122747,.054785863,-.0062262453,.0437946136707978,6.1424656,1,0,0,0,0,444294,9,0,0,-.158012,01sep2023,0,1,1,0,0,.22222222,.01459854,0,2,.024691358,47,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.21052632,n-n-n,
71,NO HAY NUNCA,TOUAREG,MUY ALEGRE,.0035666833,.38961992,.009154263,0,7,106.48813,YES,YES,21,92.955818,No,No,0,0,784.67035,.03780514,-.063151799,-.015368305,-.062840641,-.064646907,-.016142575,-.052242868,.0238110184291145,13.991781,9,5,0,0,.16275181,442505,8,0,0,-.078520104,19aug2023,0,.61290324,1,0,1,0,0,0,0,0,20,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.0073529412,y-y-n,.46500516
3,NO HAY PLATA,HI HAPPY,TINAJA NISTEL,.013413473,.50976294,.026313158,.067226894,4,83.454346,No,No,7,77.210945,No,No,0,0,2950.9641,-.074445069,.16469318,-.0016706437,-.037729211,.018781677,.031732142,0,.0617283461833722,11.035617,6,3,0,0,.1093332,447534,10,0,0,.16302253,20oct2023,0,.55462188,1,0,0,.067226894,.025806451,0,8,.030769231,14,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.13539192,n-n-n,.49199942
18,OSCA,SUGGESTIVE BOY,OCTAVIA MINOR,.011898589,.58136088,.020466788,.064516127,4,88.71035,No,No,11,117.65487,YES,YES,7,.23333333,2617.6897,-.08506912,.0029647946,.051780358,.049771003,.045839444,-.049024362,.025916092,.0273281339159439,13.723288,7,2,0,0,.60439336,445676,10,0,0,.054745153,07oct2023,1,.45161289,1,0,0,.064516127,.034883723,0,5,.027173912,18,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.093473449,n-n-n,4.5329504
65,OTIS BLUE,UNCLE CHUCK (USA),ORPEN MOON,.014521039,.62431103,.023259303,.045471769,0,106.80334,YES,YES,10,,No,No,0,,3194.6287,-.053180754,-.044268742,-.1342296,.21118027,-.17122747,.020124041,-.0062262453,.0290850728779333,5.9260273,2,0,0,0,0,445460,9,0,0,-.17849834,29sep2023,0,0,2,0,1,0,0,0,0,0,31,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,y-y-n,
31,PADERNE,NICODEMUS (USA),PIBIL,.020074116,.65098101,.030836714,.045471769,1,,No,No,0,,No,No,0,,4416.3057,-.039760768,.030282989,-.072531104,-.1089041,-.17644922,.044419602,.034852028,.0436686494540481,5.1835618,2,0,0,0,0,444826,10,0,0,-.042248115,05oct2023,0,0,2,0,0,0,0,0,0,0,15,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,,n-n-n,0
29,PALAU,NICODEMUS (USA),PAPADZUL,.022364371,.65024173,.034393933,.045471769,1,,No,No,0,,No,No,0,,4920.1616,.081733584,.030282989,-.072531104,-.1089041,-.17644922,-.0034980252,.034852028,.0326097957113234,5.0191779,2,0,0,0,0,443225,8,0,0,-.042248115,15aug2023,0,0,2,0,0,0,0,0,0,0,14,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,,n-n-n,0
