rank,M_M_pairs,PBRS,PB,PR,PS,highInbreedingPadrillos,inbreedingCoefficient,mother,Momsiblings,uncles,maternalParents,M_age_at_service,M_season_orig,birthRate,birthRateLast3,hadRestYear,M_total_rcs,M_won_rcs,M_cumAEI,M_STK_ran,M_STK_won,M_g1_STK_placed,M_g1_STK_won,MomSib_Sibs_at2y,MomSib_Sibs_exp_at2y,MomSib_Sibs_raced_at2y,MomSib_wnrs_STK_at2y,MSib_total_rcs_at2y,MSib_wSh_at2y,STK_races_total_races,MSib_STK_won_at2y,MSib_g1_STK_ran_at2y,MSib_g1_STK_won_at2y,MSib_g2_STK_won_at2y,MSib_sum_cumAEI_at2y,MSib_mean_cumAEI_at2y,MomMUnc_Sibs_at2y,MomMUnc_Sibs_raced_at2y,MomMUnc_wnrs_STK_at2y,MMUnc_total_rcs_at2y,MMUnc_wsh,MMUnc_STK_ranSh,MMUnc_g1_STK_ranSh,MMUnc_STK_won_at2y,MMUnc_g1_STK_won_at2y,MMUnc_g2_STK_won_at2y,MMUnc_mean_cumAEI_at2y,MomFUnc_Sibs_at2y,MFUnc_total_rcs_at2y,MFUnc_wsh,MFUnc_STK_ranSh,MFUnc_g1_STK_ranSh,MFUnc_STK_wSh,MFUnc_g1_wSh,MFUnc_mean_cumAEI_at2y,M_M_Races,M_M_Wins,M_M_STK_ran,M_M_cumAEI,Dam_Mean_T3_BSN,Dam_Total_Rcs,Best_Foal_Bsn,Dam_Sib_Total_G1G2,DamSibs_G1G2_Total,Dam_Raced_STK,Dam_Placed_STK,Best_Foal_Raced_Stk,Best_Foal_Placed_Stk,birth_eday,name_clean,padrillo_clean,M_clean,lote,haras,link,start,end_date
45,2,.043254133,.72681808,.77818346,.075926133,,.0365988708894697,-.037130669,-.061788686,.019168343,.10701422,9.8109589,8,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,11,9,1,134,.12686567,.074626863,.014925373,3,0,0,.22646321,812,8168,.16123898,.091332026,.025220372,.0091821747,.0024485798,.26668441,0,0,0,0,,0,89.492157,0,0,No,No,No,No,02jul2026,romancina,roman ruler,royal cup,22,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
233,1,.025613945,.29455525,.82917315,.10419766,,.0386526385160256,-.064851895,.053605847,-.011767481,.22188632,12.021917,8,.5,.33333334,0,10,1,1.9944808,0,0,0,0,2,0,1,0,18,.11111111,0,0,0,0,0,2.348761611618102,.13048676,11,8,1,130,.11538462,.030769231,.023076924,1,0,1,.15577635,529,4407,.099160425,.041978672,.0097572049,.005899705,.0013614704,.17076647,28,13,24,34.823277,88.988167,10,88.925629,0,0,No,No,No,No,02jul2026,saragossa star,jump start,saragosse,19,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
512,1,.010017475,.30227041,.8078295,.040776659,,.0357196341465169,.0059272349,-.0090653338,-.048526421,-.22432649,13.810959,12,.69999999,.66666669,0,6,2,3.3679144,2,1,0,0,6,0,4,1,111,.090090089,.036036037,0,0,0,0,14.24178327992558,.12830435,9,4,0,39,.07692308,.1025641,.025641026,0,0,0,.19645341,762,4024,.10735586,.039015904,.0086978134,.0062127234,.0012425447,.15607655,0,0,0,0,100.22438,6,117.98161,4,.11428571,YES,No,YES,YES,02jul2026,sembladita,emperor richard,sembladora,4,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
397,1,.01739643,.32179952,.83451349,.064324997,,.0413932796381092,-.047857068,-.02911105,.0063442849,-.0022917651,6.9780822,2,0,0,0,14,2,3.504914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,61,.1147541,0,0,0,0,0,.13661499,947,7908,.15604451,.098254934,.031107739,.0094840666,.0031613556,.26326087,15,4,1,5.6042728,107.84736,14,0,0,0,No,No,No,No,02jul2026,senora catalana,easing along,senora saeki,20,Fallow Latinoamericano,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/116,16-04-2025,16-04-2025
516,1,.0082370853,.27509031,.78442132,.037775423,,.0317553871881736,-.038428139,-.027235318,-.055841118,-.19261877,16.89315,13,.72727275,1,0,11,1,2.1554806,0,0,0,0,7,0,5,0,31,.16129032,.064516127,0,1,0,0,5.768946340307593,.18609504,13,10,1,151,.15231788,.046357617,.019867551,1,0,0,.22155212,1482,8927,.16881371,.085359022,.02744483,.0084014786,.0038086702,.31480309,0,0,0,0,89.999176,11,110.64158,0,0,No,No,No,No,02jul2026,shake it out,equal stripes,shy ventajera,2,Fallow Latinoamericano,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/116,16-04-2025,16-04-2025
504,1,.01141447,.3462584,.74126023,.043949354,,0,-.053587839,-.02911105,-.055597868,-.11365654,6.9945207,1,0,0,0,31,3,7.9689775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,18,.16666667,0,0,0,0,0,.10028338,145,506,.077075101,.023715414,0,0,0,.10669389,8,1,0,.99928999,94.877838,31,0,0,0,YES,YES,No,No,02jul2026,shana tova,sir winsalot,paellera,14,Fallow Latinoamericano,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/116,16-04-2025,16-04-2025
225,1,.025843805,.31814423,.817267,.098580852,,.0350515392554506,-.04829143,.30241451,-.047523752,-.03312676,16.019178,13,1,1,0,1,0,0,0,0,0,0,9,0,6,0,62,.20967741,.32258064,0,7,0,0,19.49265244044363,.31439763,12,9,1,116,.22413793,.15517241,.043103449,1,0,0,.33432534,1293,13516,.17542173,.14545724,.04912696,.0055489792,.0068067475,.30570841,0,0,0,0,61.076145,1,95.716576,0,0,No,No,No,No,02jul2026,she is cute,southern halo,she's my lady,40,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
142,1,.031872135,.77737921,.74137789,.054917369,,.035306810229014,-.043343902,-.061788686,.043801162,-.086335242,6.8520546,4,1,0,0,3,1,.54151136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,11,2,117,.18803419,.1965812,.07692308,5,2,1,.39388135,74,374,.14438502,.12834224,.029411765,.018716577,.0053475937,.27242681,0,0,0,0,74.278374,3,0,0,0,No,No,No,No,02jul2026,sin escalas,war command,stellify,10,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
294,1,.022738077,.46768433,.79291844,.060754463,,.0192003275529454,-.01215546,.13734463,-.062153898,-.15496586,18.863014,15,.63636363,.33333334,0,12,2,2.5322452,2,0,0,0,7,0,5,0,98,.15306123,.081632651,2,0,0,0,20.65264873951674,.21074131,11,9,1,147,.14965986,.040816326,.0068027209,2,0,1,.23729154,1137,10201,.12479169,.063915305,.018233506,.0063719242,.0016665033,.17906258,0,0,0,0,96.764801,12,104.96922,0,0,YES,YES,No,No,02jul2026,sola per te,interprete,solamente tu,35,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
433,1,.016045954,.38159671,.81974667,.050769508,,.0370733829778211,-.076181769,-.061788686,.018177379,-.062176935,10.090411,6,.75,.66666669,0,14,1,1.5834504,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,11,9,0,95,.15789473,.18947369,.073684208,0,0,0,.30162296,1336,11653,.12331589,.067364626,.019050889,.0064361109,.0023169999,.21550733,7,2,0,1.8061304,90.509987,14,0,0,0,No,No,No,No,02jul2026,sonrisa rye,catcher in the rye,forty sobria,9,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
194,1,.027662767,.39376003,.75769508,.091848783,,.0328879314407849,.090391621,.031873152,-.012331326,.05899309,12.00548,8,.83333331,1,0,12,4,6.8676038,5,0,0,0,5,1,1,1,5,.2,0,0,0,0,0,1.033044448122382,.20660889,12,8,0,84,.13095239,.047619049,.011904762,0,0,0,.19668083,529,4405,.098524407,.040862657,.0097616343,.0059023835,.0013620885,.16973774,10,4,5,5.1207757,117.28181,12,121.91444,4,.33333334,Yes,Yes,YES,YES,02jul2026,spacial girl,jump start,spice girl,2,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
370,1,.018930938,.40007836,.81505692,.057613142,,.0351815186334604,-.022454921,-.031951606,-.036975894,-.03312676,11.865753,9,1,1,0,5,2,1.1603099,0,0,0,0,4,0,3,0,12,.083333336,0,0,0,0,0,.894066596403718,.074505553,6,1,0,18,.11111111,0,0,0,0,0,.13235645,756,5864,.10163711,.036834925,.0069918144,.003069577,.00034106412,.14742061,0,0,0,0,87.440826,5,86.251915,1,.0625,No,No,YES,No,02jul2026,spin the bottle,sunray spirit,sherry spinner,16,ABOLENGO,https://arg-sales.com/remates/view/347,27-04-2025,30-04-2025
330,1,.020829421,.73502249,.7890048,.035675831,,.0336166965795341,-.10450647,-.02911105,-.025089527,-.18053244,6.0109587,1,0,0,0,5,0,.26296213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,44,.13636364,0,0,0,0,0,.20281304,282,1479,.12981744,.053414468,.0087897228,.0074374578,.00067613251,.20678566,0,0,0,0,72.848724,5,0,0,0,No,No,No,No,02jul2026,spring dark,in the dark,spring club,38,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
399,1,.017302319,.37036794,.76387519,.060640957,,.0422153537881688,-.10450647,-.061788686,-.019657869,.087484404,9.9589043,7,.60000002,.66666669,0,4,0,.52031153,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,7,4,0,30,.2,0,0,0,0,0,.25977498,457,3944,.11688641,.045638945,.013691683,.0053245435,.0007606491,.16733648,7,5,6,40.359356,82.319313,4,85.695084,0,0,No,No,No,No,02jul2026,spring dubai,e dubai,southern spring,23,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
73,1,.037386402,.69062877,.79842842,.067289181,,.0351972388087705,.18741439,-.1159196,-.0016408265,-.11221372,12.013699,8,.83333331,1,0,13,4,8.3396044,5,0,0,0,4,0,2,0,41,.12195122,.073170729,0,1,0,0,6.78873492591083,.1655789,5,4,1,60,.2,.083333336,.016666668,2,0,0,.26406503,1064,9891,.12930948,.059650186,.0064705289,.007582651,.00030330603,.19577298,0,0,0,0,107.05618,13,82.357727,0,0,YES,YES,No,No,02jul2026,sumailla,sebi halo,bellrose,21,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
93,1,.035640776,.75669634,.70980972,.065804519,,0,.078981228,-.061788686,.018386733,-.086335242,6.8328767,3,1,0,0,1,1,.96910757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,45,.22222222,.022222223,0,0,0,0,.21910352,74,376,.14361702,.12765957,.029255319,.018617021,.0053191488,.26984054,0,0,0,0,92.593674,1,0,0,0,No,No,No,No,02jul2026,tamborea,war command,tarabela,17,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
449,1,.015200643,.36239612,.79397506,.052282065,,0,-.067179129,-.061788686,-.0053831898,-.03312676,9.871233,5,.66666669,.5,0,32,2,4.3502054,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,47,.14893617,.021276595,.021276595,0,0,0,.13401951,677,4503,.099267155,.067954697,.023095714,.0079946704,.0026648901,.19810794,0,0,0,0,98.801659,32,0,0,0,Yes,No,No,No,02jul2026,tapones de punta,treasure beach,dixie mariposa,42,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
313,1,.021815583,.61059338,.7902115,.044816721,,.0268181064976878,-.04829143,-.061788686,-.046173185,-.086335242,16.789042,14,.90909094,1,0,0,0,0,0,0,0,0,9,1,7,0,4,0,0,0,0,0,0,.0422560982406139,.010564025,7,5,2,52,.28846154,.15384616,.057692308,3,1,1,.63012975,318,2242,.082515612,.020963425,.0049063335,.0017841213,0,.12592456,0,0,0,0,,0,99.669411,1,.021739131,No,No,YES,No,02jul2026,tarabela,king's best,trilogica,29,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
20,1,.048570499,.74771357,.78665298,.082015693,,0,.062605292,-.02911105,.025535215,.0077624209,6.0027399,1,0,0,0,20,4,7.4458704,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,.33333334,0,0,0,0,.015299072,723,4319,.15072933,.14586709,.049085438,.017365132,.0053253067,.34023058,13,3,9,8.0015488,106.31328,20,0,0,0,YES,YES,No,No,02jul2026,tarde libre,fortify,timberline,1,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
410,1,.016917603,.34139863,.81213772,.060484309,,.0431248018599204,-.039090462,-.061788686,.011640731,-.0014962889,9.9452057,6,.5,.33333334,0,15,2,2.3957729,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,4,1,62,.16129032,.12903225,.096774191,2,2,0,.60115188,457,3933,.11670481,.04551233,.013729977,.0053394358,.00076277653,.16732763,8,2,0,1.6837995,94.737144,15,0,0,0,Yes,Yes,No,No,02jul2026,tia lucinda,e dubai,heaven to sally,18,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
146,2,.031590302,.76185602,.79434067,.051839586,,0,-.10450647,-.061788686,-.018159699,.012772452,5.8904109,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1,62,.16129032,.14516129,.016129032,1,0,0,.27854937,1575,9965,.17029604,.095333666,.022478675,.0075263423,.0028098344,.28568044,16,3,3,6.1988297,61.302986,2,0,0,0,No,No,No,No,02jul2026,tierra fantastica,orpen,timbrera,12,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
226,2,.025835693,.79747951,.74787974,.042963646,,0,-.037130669,-.061788686,-.024042312,-.13981682,6.8958902,5,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,64,.15625,.140625,.015625,1,0,0,.26984471,282,1484,.12938005,.053234503,.0087601077,.0074123987,.00067385443,.20626613,16,3,3,6.1988297,,0,0,0,0,No,No,No,No,02jul2026,time to relax,in the dark,timbrera,16,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
309,1,.022026565,.33360076,.79962939,.081912592,,.0382247755503088,-.04829143,.015400201,.031972159,.058754195,13.038356,11,.85714287,.66666669,0,0,0,0,0,0,0,0,5,0,3,0,16,.125,0,0,0,0,0,3.097413819283247,.19358836,12,9,1,43,.18604651,.1627907,.046511628,2,0,1,.33422205,812,8168,.16123898,.091332026,.025220372,.0091821747,.0024485798,.26668441,6,1,1,1.0418481,,0,92.582779,0,0,No,No,Yes,No,02jul2026,toda una bailarina,roman ruler,tough dancer,33,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
149,2,.031375695,.7802009,.75052965,.053024288,,.0404584857642826,-.10450647,-.061788686,.035309415,-.016264748,8.8876715,5,.66666669,1,0,3,0,.16832323,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,89,.14606741,.22471911,.067415729,1,0,0,.43867227,477,2802,.16345468,.088865094,.013561741,.014989293,.0010706638,.24828924,0,0,0,0,83.31324,3,0,0,0,No,No,No,No,02jul2026,torlonia,remote,tancreda,8,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
493,1,.012496524,.32149598,.75613421,.050840084,,0,-.037130669,-.02911105,-.016016752,-.099027738,6.9726028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,16,.0625,0,0,0,0,0,.092854105,1482,8938,.16871783,.085253969,.027411055,.0083911391,.0038039831,.31465682,10,2,1,2.8480446,,0,0,0,0,No,No,No,No,02jul2026,tormenta rabiosa,equal stripes,dia de tormenta,29,Fallow Latinoamericano,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/116,16-04-2025,16-04-2025
185,1,.028498199,.76129603,.77814186,.047723118,,.0364519113023031,-.037130669,-.061788686,-.016016752,-.085792132,4.9397259,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1482,8938,.16871783,.085253969,.027411055,.0083911391,.0038039831,.31465682,11,5,0,3.9772809,,0,0,0,0,No,No,No,No,02jul2026,tras las rejas,equal stripes,trasparenza,25,VACACIÓN,https://arg-sales.com/remates/view/348,20-04-2025,23-04-2025
421,1,.01631414,.36447838,.77513117,.057214133,,.0438985315956449,-.037130669,.039112158,.0032861158,-.1242258,11.767123,10,.71428573,1,0,0,0,0,0,0,0,0,4,0,2,0,7,.14285715,.2857143,0,1,0,0,2.631550598889589,.37593579,7,4,0,42,.14285715,.095238097,.047619049,0,0,0,.2608974,1482,8938,.16871783,.085253969,.027411055,.0083911391,.0038039831,.31465682,4,0,0,.31048387,,0,76.052467,0,0,No,No,No,No,02jul2026,tuneada,equal stripes,tesalica,18,ABOLENGO,https://arg-sales.com/remates/view/347,27-04-2025,30-04-2025
446,1,.015293969,.36988142,.78523177,.052146688,,.0392117551287064,-.037130669,-.061788686,-.011691269,-.058150552,5.8465753,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,.082782514,1336,11667,.12325362,.067283794,.019028028,.0064283879,.0023142195,.21538444,6,2,0,1.9662467,,0,0,0,0,No,No,No,No,02jul2026,twist life,catcher in the rye,twist night,5,Fallow Latinoamericano,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/116,16-04-2025,16-04-2025
355,1,.019414442,.37142608,.83482552,.062281374,,.0379139575840964,-.0076053645,.013123803,-.046257786,-.05149984,13.805479,9,1,1,0,8,3,3.1875503,0,0,0,0,4,0,4,0,48,.125,0,0,0,0,0,7.327796435914934,.15266243,12,8,0,140,.17142858,.15714286,.042857144,0,0,0,.26537776,353,4538,.11679154,.065226972,.018730719,.0061701192,.0013221684,.21951009,5,1,0,1.0576923,104.28509,8,97.400429,0,0,No,No,Yes,No,02jul2026,vaga inc,include,la vagoneta,30,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
465,1,.014067856,.35036376,.76188421,.052129876,,0,-.0002193898,-.061788686,-.020577438,-.086335242,7.8575344,5,.33333334,.5,0,4,2,1.4407346,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,15,.13333334,0,0,0,0,0,.13394231,335,1834,.10087241,.043620501,.0092693567,.0081788441,.0010905125,.17732893,0,0,0,0,88.809296,4,0,0,0,Yes,No,No,No,02jul2026,valid reason,john f kennedy,valid choice,27,ABOLENGO,https://arg-sales.com/remates/view/347,27-04-2025,30-04-2025
508,1,.01064431,.36580187,.75640219,.03804794,,0,-.10450647,-.02911105,-.049930312,-.13642976,3.9178083,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,52,.07692308,0,0,0,0,0,.15245129,138,384,.0859375,.013020833,.0026041667,.0026041667,0,.12291321,12,1,0,2.5274527,9.7407703,2,0,0,0,No,No,No,No,02jul2026,veni moi,el moises,vengan a ver,42,Fallow Latinoamericano,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/116,16-04-2025,16-04-2025
197,1,.027168252,.35346732,.81540167,.093732022,,.038863639390019,.1659365,-.02911105,.0002027154,-.0056451149,5.9808221,1,0,0,0,21,3,8.2586727,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,855,5725,.14131005,.067772925,.017467249,.010655022,.0029694324,.25205168,47,8,8,13.215848,103.99176,21,0,0,0,YES,YES,No,No,02jul2026,wildest,hurricane cat,born wild,10,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
391,1,.017754335,.33450457,.7904312,.066489823,,.0339040926094269,-.032791972,.00062144175,-.058732715,.048959289,14.747945,11,.8888889,1,0,14,2,2.0345228,0,0,0,0,7,0,4,0,52,.096153848,0,0,0,0,0,11.71741573140025,.22533491,9,8,1,141,.15602838,.12056737,.028368793,6,1,2,.24903658,541,5423,.12299465,.071178317,.013645584,.010510787,.0007375991,.1983095,35,2,12,5.5715895,93.696976,14,99.091141,0,0,No,No,Yes,Yes,02jul2026,yuyu nistel,van nistelrooy,grand bijou,31,LA GENERACIÓN,https://arg-sales.com/remates/view/356,08-05-2025,11-05-2025
