name,padrillo,M,birth_eday,sex,PR,PS,PRS,Haras,value,valueUSDB,pricePerBp,title,source,auctionOrder,studbook_id,year,date
eva craf,mastercraftsman,eva glory,25oct2017,Hembra,.57451236,.038716041,.022242844,Firmamento,26000,24063.752,10818.648,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento-2/,39,401730,2019,"24 sep, 2019"
cia key,key deputy,cia parade,25oct2017,Macho,.80111706,.12120942,.097102933,Firmamento,950000,21965.318,2262.0654,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,22,401731,2019,"5 apr, 2019"
honey top key,key deputy,honey top,24oct2017,Macho,.79323691,.15758178,.12499968,Firmamento,650000,15028.901,1202.3152,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,21,401735,2019,"5 apr, 2019"
master filis,mastercraftsman,filis parade,22oct2017,Hembra,.60790372,.041993186,.025527814,Firmamento,23000,21287.164,8338.8115,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento-2/,38,401736,2019,"24 sep, 2019"
emerald rimout,remote,miss emerald,22oct2017,Hembra,.60136044,.040652748,.024446955,Firmamento,7000,6478.7021,2650.106,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento-2/,44,401737,2019,"24 sep, 2019"
julia key,key deputy,julia nov,26oct2017,Hembra,.72320265,.067425005,.048761941,Firmamento,550000,12716.763,2607.928,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,39,401738,2019,"5 apr, 2019"
julia key,key deputy,julia nov,26oct2017,Hembra,.72319472,.065917142,.047670927,Firmamento,10000,9456.8076,1983.7683,Resumen Venta Copa Agosto,https://www.turfdiario.com/resumen-venta-copa-agosto/,3,401738,2019,"28 aug, 2019"
deliz key,key deputy,delicada glory,22oct2017,Macho,.76731813,.11182789,.085807562,Firmamento,850000,19653.18,2290.3784,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,20,401739,2019,"5 apr, 2019"
zuleiman,mastercraftsman,zulu queen,22oct2017,Macho,.66945893,.057632118,.038582336,NN Criador,30000,29574.727,7665.354,Gran Venta Copa Mayo / Junio  Mastercraftsman  Resumen,https://www.turfdiario.com/gran-venta-copa-mayo-junio-mastercraftsman-resumen/,107,401740,2019,"4 jun, 2019"
codorniu key,key deputy,miss codorniu,20oct2017,Macho,.72306085,.13984881,.1011192,Firmamento,23000,21287.164,2105.1555,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento-2/,15,401744,2019,"24 sep, 2019"
atento key,key deputy,attend celebre,19oct2017,Macho,.79628497,.14576139,.1160676,Firmamento,650000,15028.901,1294.8403,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,19,401746,2019,"5 apr, 2019"
ociosa key,key deputy,maliciosa fitz,19oct2017,Hembra,.71582574,.067186892,.048094105,Firmamento,500000,11560.693,2403.7651,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,38,401747,2019,"5 apr, 2019"
selection key,key deputy,miss selection,15oct2017,Macho,.76420218,.14685526,.11222711,Firmamento,700000,16184.971,1442.1622,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,16,401748,2019,"5 apr, 2019"
loran key,key deputy,miss loran,15oct2017,Hembra,.69521242,.16227263,.11281395,Firmamento,550000,12716.763,1127.2332,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,37,401749,2019,"5 apr, 2019"
who is craf,mastercraftsman,guess who,14oct2017,Hembra,.608441,.037890498,.023054132,Firmamento,30000,27765.867,12043.771,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento-2/,36,401750,2019,"24 sep, 2019"
siga brava,cityscape,siembra azul,04oct2017,Hembra,.73808879,.056289479,.041546632,La Providencia,18000,17491.604,4210.1133,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,24,401769,2019,"31 may, 2019"
vulcania,global hunter,vula,03oct2017,Hembra,.64863235,.030528134,.019801535,La Providencia,3000,2915.2673,1472.2432,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,34,401770,2019,"31 may, 2019"
nurval,orpen,nummi,08oct2017,Macho,.65609449,.055057254,.036122762,La Providencia,31000,30124.43,8339.459,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,1,401771,2019,"31 may, 2019"
opalon,key deputy,opa locka,30sep2017,Macho,.81373602,.12647313,.10291574,La Providencia,20000,19435.115,1888.4492,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,7,401772,2019,"31 may, 2019"
ops,cityscape,opa opa,09oct2017,Hembra,.59331125,.039419647,.023388119,La Providencia,8000,7774.0464,3323.9297,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,22,401773,2019,"31 may, 2019"
glendale,cityscape,glad lady,11oct2017,Hembra,.60187459,.084990911,.051153868,La Providencia,4000,3887.0232,759.86884,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,16,401774,2019,"31 may, 2019"
distinto beach,treasure beach,disyuntiva,10oct2017,Macho,.76797748,.0496221,.038108654,Las Retamas,360000,5829.9595,1529.8256,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas/,5,401794,2019,"17 sep, 2019"
el medallero,violence,la imperdible,13oct2017,Macho,.71257389,.032217998,.022957705,La Pasion,300000,6535.9473,2846.9514,Venta Copa Mayo / Junio Dia 2  Resumen,https://www.turfdiario.com/venta-copa-mayo-junio-dia-2-resumen/,74,401816,2019,"16 may, 2019"
vale vendetta,violence,valentina ride,15oct2017,Hembra,.56329155,.030080674,.01694419,La Pasion,450000,9803.9209,5786.0073,Venta Copa Mayo / Junio Dia 2  Resumen,https://www.turfdiario.com/venta-copa-mayo-junio-dia-2-resumen/,83,401820,2019,"16 may, 2019"
marcus vinicius,most improved,mubareraat,12oct2017,Macho,.85812193,.047622044,.040865522,Tiveres,400000,6611.5703,1617.8848,Resumen Venta Copa Septiembre,https://www.turfdiario.com/resumen-venta-copa-septiembre/,8,401874,2019,"3 sep, 2019"
huracan irma,hurricane cat,la galante,09sep2017,Hembra,.50794286,.019974848,.010146081,De La Pomme,300000,6557.377,6462.9648,Gran Venta Fallow Republica  Resumen,https://www.turfdiario.com/gran-venta-fallow-republica-resumen/,14,401939,2019,"7 may, 2019"
le port royal,le blues,increible lady,04oct2017,Macho,.70578706,.047310002,.033390786,El Paraiso,560000,12403.101,3714.5278,Gran Venta Seleccion Haras El Paraiso  Resumen,https://www.turfdiario.com/gran-venta-seleccion-haras-el-paraiso-resumen/,7,402000,2019,"5 may, 2019"
lord rosellion,le blues,sally rose,05oct2017,Macho,.67093748,.057058621,.038282767,El Paraiso,480000,10631.229,2777.0271,Gran Venta Seleccion Haras El Paraiso  Resumen,https://www.turfdiario.com/gran-venta-seleccion-haras-el-paraiso-resumen/,3,402005,2019,"5 may, 2019"
le vasterival,le blues,iwalera,06oct2017,Macho,.74681205,.060605235,.04526072,El Paraiso,520000,11517.165,2544.627,Gran Venta Seleccion Haras El Paraiso  Resumen,https://www.turfdiario.com/gran-venta-seleccion-haras-el-paraiso-resumen/,4,402010,2019,"5 may, 2019"
jean honore,angiolo,tadema,04oct2017,Macho,.79279947,.076328613,.060513284,El Paraiso,600000,13289.036,2196.0527,Gran Venta Seleccion Haras El Paraiso  Resumen,https://www.turfdiario.com/gran-venta-seleccion-haras-el-paraiso-resumen/,37,402019,2019,"5 may, 2019"
dorado key,key deputy,gold fitz,19oct2017,Macho,.76171243,.095176622,.072497219,Firmamento,600000,13872.832,1913.5675,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,18,402066,2019,"5 apr, 2019"
master kalath,mastercraftsman,kalath wells,25oct2017,Macho,.66769481,.092415951,.061705649,NN Criador,35000,34503.848,5591.6836,Gran Venta Copa Mayo / Junio  Mastercraftsman  Resumen,https://www.turfdiario.com/gran-venta-copa-mayo-junio-mastercraftsman-resumen/,108,402068,2019,"4 jun, 2019"
curioso master,mastercraftsman,curiosa glory,19oct2017,Macho,.6889466,.07104665,.048947349,NN Criador,55000,54220.332,11077.276,Gran Venta Copa Mayo / Junio  Mastercraftsman  Resumen,https://www.turfdiario.com/gran-venta-copa-mayo-junio-mastercraftsman-resumen/,106,402070,2019,"4 jun, 2019"
curious craf,mastercraftsman,curiosa wells,18oct2017,Hembra,.6215964,.036043275,.022404371,Firmamento,35500,32856.277,14665.119,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento-2/,37,402071,2019,"24 sep, 2019"
la profecia de hopi,horse greeley,hopi,13oct2017,Hembra,.6419577,.078423455,.050344542,San Lorenzo De Areco,320000,6948.9688,1380.2825,Gran Venta De Mayo  Resumen,https://www.turfdiario.com/gran-venta-de-mayo-resumen/,29,402073,2019,"26 may, 2019"
catcher key,key deputy,catch the roma,16oct2017,Macho,.68878531,.087310411,.060138129,Firmamento,950000,21965.318,3652.4778,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,17,402074,2019,"5 apr, 2019"
roman craf,mastercraftsman,linda roma,14oct2017,Macho,.70632744,.037154686,.026243374,Firmamento,15000,13882.934,5290.0718,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento-2/,10,402076,2019,"24 sep, 2019"
velay no se,true cause,venerancia,19oct2017,Macho,.71612608,.11351752,.08129286,Pozo De Luna,960000,20983.607,2581.2363,Gran Venta Fallow Republica  Resumen,https://www.turfdiario.com/gran-venta-fallow-republica-resumen/,3,402090,2019,"7 may, 2019"
patriota fitz,seattle fitz,patria nuestra,13oct2017,Macho,.50033152,.015422868,.0077165468,Esece,320000,5289.2563,6854.4346,Resumen Venta Copa Septiembre,https://www.turfdiario.com/resumen-venta-copa-septiembre/,6,402106,2019,"3 sep, 2019"
petronino fitz,seattle fitz,misspetra,20oct2017,Macho,.53121734,.019471509,.010343604,Esece,180000,2975.2065,2876.3733,Resumen Venta Copa Septiembre,https://www.turfdiario.com/resumen-venta-copa-septiembre/,16,402108,2019,"3 sep, 2019"
unforgettable,key deputy,union sovietica,29oct2017,Hembra,.65772533,.08203157,.053954244,La Providencia,7500,7288.1685,1350.8054,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,8,402126,2019,"31 may, 2019"
gipsy song,treasure beach,givememore,23oct2017,Hembra,.69356,.054515164,.037809536,La Providencia,4000,3887.0232,1028.0537,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,28,402130,2019,"31 may, 2019"
huritt,global hunter,hundred,19oct2017,Macho,.69938964,.079610102,.055678479,La Providencia,10500,10203.436,1832.5636,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,31,402133,2019,"31 may, 2019"
twin kiss,el prado rob,twin cities,13oct2017,Macho,.66036111,.019355174,.012781404,Vikeda,70000,1546.9613,1210.3219,Gran Venta Productos 2017 Haras Vikeda  Resumen,https://www.turfdiario.com/gran-venta-productos-2017-haras-vikeda-resumen/,9,402134,2019,"30 apr, 2019"
daiquiri,el prado rob,date vuelta,29sep2017,Hembra,.5829441,.015535949,.0090565896,Vikeda,90000,1988.9503,2196.136,Gran Venta Productos 2017 Haras Vikeda  Resumen,https://www.turfdiario.com/gran-venta-productos-2017-haras-vikeda-resumen/,17,402135,2019,"30 apr, 2019"
parlanchina girl,galicado,talk too much,19oct2017,Hembra,.38635948,.012032399,.0046488312,Don Yayo,180000,4306.2202,9263.0166,Resumen Gran Venta Haras Don Yayo E Invitados,https://www.turfdiario.com/resumen-gran-venta-haras-don-yayo-e-invitados/,19,402145,2019,"25 mar, 2019"
gada,true cause,lasting femme,01oct2017,Hembra,.45351979,.006990165,.0031701783,La Numancia,110000,1818.1818,5735.2666,Resumen Venta Copa Septiembre,https://www.turfdiario.com/resumen-venta-copa-septiembre/,31,402161,2019,"3 sep, 2019"
laerte,orpen,la karita,30sep2017,Macho,.68497664,.046888202,.032117322,Santa Ines,10000,9456.8076,2944.457,Resumen Venta Copa Agosto,https://www.turfdiario.com/resumen-venta-copa-agosto/,21,402165,2019,"28 aug, 2019"
iberian sea,john f kennedy,ibiza cap,02oct2017,Macho,.57345468,.022540394,.012925895,Santa Ines,9500,8983.9668,6950.3633,Resumen Venta Copa Agosto,https://www.turfdiario.com/resumen-venta-copa-agosto/,19,402167,2019,"28 aug, 2019"
union street,john f kennedy,unwritten story,05oct2017,Hembra,.5497703,.032314137,.017765353,Santa Ines,270000,6006.6738,3381.1172,Venta Copa Mayo / Junio  Dia 4  Resumen,https://www.turfdiario.com/venta-copa-mayo-junio-dia-4-resumen/,144,402171,2019,"6 jun, 2019"
chelsy,ejekutor,chaify,17oct2017,Hembra,.71808696,.014598591,.010483058,Avourneen,180000,4171.4946,3979.2727,Resumen Venta Total De Productos 2017 Haras Avourneen,https://www.turfdiario.com/resumen-venta-total-de-productos-2017-haras-avourneen/,14,402273,2019,"31 mar, 2019"
saturday girl,greenspring,sweet chris,04oct2017,Hembra,.65939718,.026547758,.017505517,Vikeda,300000,6629.8345,3787.2827,Gran Venta Productos 2017 Haras Vikeda  Resumen,https://www.turfdiario.com/gran-venta-productos-2017-haras-vikeda-resumen/,24,402277,2019,"30 apr, 2019"
el destape,valid stripes,fantalinda,30sep2017,Macho,.72438651,.022887526,.016579416,Don Yayo,160000,3827.7512,2308.7371,Resumen Gran Venta Haras Don Yayo E Invitados,https://www.turfdiario.com/resumen-gran-venta-haras-don-yayo-e-invitados/,10,402280,2019,"25 mar, 2019"
don sujeto,suggestive boy,donna delia,26oct2017,Macho,.55986547,.062617183,.035057198,Carampangue,750000,16339.869,4660.917,Venta Copa Mayo / Junio Dia 2  Resumen,https://www.turfdiario.com/venta-copa-mayo-junio-dia-2-resumen/,62,402298,2019,"16 may, 2019"
bala de oro,suggestive boy,balada para unloco,26oct2017,Hembra,.55669791,.035141326,.019563103,Carampangue,13000,12293.85,6284.2021,Resumen Venta Copa Agosto,https://www.turfdiario.com/resumen-venta-copa-agosto/,7,402300,2019,"28 aug, 2019"
sayuri,seek again,seymour,27oct2017,Hembra,.46787733,.031586867,.014778779,Carampangue,3500,3309.8826,2239.6184,Resumen Venta Copa Agosto,https://www.turfdiario.com/resumen-venta-copa-agosto/,13,402308,2019,"28 aug, 2019"
conta un verso,seek again,count by numbers,06nov2017,Hembra,.53604698,.029871482,.016012518,Carampangue,5500,5201.2441,3248.2363,Resumen Venta Copa Agosto,https://www.turfdiario.com/resumen-venta-copa-agosto/,4,402317,2019,"28 aug, 2019"
muro,equal stripes,muequera,08oct2017,Macho,.66731352,.064851768,.043276463,El Turf,800000,19138.756,4422.4399,Resumen Gran Venta Haras Don Yayo E Invitados,https://www.turfdiario.com/resumen-gran-venta-haras-don-yayo-e-invitados/,28,402337,2019,"25 mar, 2019"
bengali treasure,treasure beach,pure bengali,19oct2017,Macho,.7877329,.12493054,.098411895,El Gusy,600000,13745.704,1396.7523,Resumen Gran Venta Haras El Gusy E Invitados,https://www.turfdiario.com/resumen-gran-venta-haras-el-gusy-e-invitados/,4,402381,2019,"23 apr, 2019"
il corriere,grand reward,noticia buena,11oct2017,Macho,.68963158,.038330328,.026433805,El Gusy,240000,5498.2817,2080.019,Resumen Gran Venta Haras El Gusy E Invitados,https://www.turfdiario.com/resumen-gran-venta-haras-el-gusy-e-invitados/,5,402383,2019,"23 apr, 2019"
love it,john f kennedy,love this stripe,10oct2017,Macho,.63234603,.034888927,.022061875,Abolengo,15000,14699.006,6662.6274,Resumen Gran Venta Otono Haras Vacacion Y Haras Abolengo,https://www.turfdiario.com/resumen-gran-venta-otono-haras-vacacion-y-haras-abolengo/,32,402395,2019,"30 apr, 2019"
hallow again,seek again,hola que tal,22oct2017,Hembra,.52185982,.027845727,.014531567,Carampangue,6500,6146.9248,4230.0498,Resumen Venta Copa Agosto,https://www.turfdiario.com/resumen-venta-copa-agosto/,10,402396,2019,"28 aug, 2019"
shaking money,lizard island,shake it out,11oct2017,Macho,.69623047,.030722108,.021389667,Abolengo,6500,6379.8818,2982.6934,Resumen Gran Venta Estrellas,https://www.turfdiario.com/resumen-gran-venta-estrellas/,47,402400,2019,"3 jul, 2019"
dame un like,treasure beach,darling dior,12oct2017,Macho,.62236589,.048994131,.030492276,Abolengo,4500,4392.4805,1440.5223,Gran Venta Guineas  Resumen,https://www.turfdiario.com/gran-venta-guineas-resumen/,28,402401,2019,"31 jul, 2019"
flex friday,treasure beach,frisco jag,15oct2017,Macho,.74247295,.076150268,.056539513,Abolengo,33000,32211.523,5697.1704,Gran Venta Guineas  Resumen,https://www.turfdiario.com/gran-venta-guineas-resumen/,36,402403,2019,"31 jul, 2019"
fragancia primaveral,roman ruler,francina,06oct2017,Hembra,.58686066,.03638918,.021355378,Vacacion,34000,33371.688,15626.831,Resumen Gran Venta Estrellas,https://www.turfdiario.com/resumen-gran-venta-estrellas/,8,402431,2019,"3 jul, 2019"
solo para vos,hurricane cat,sola per te,06oct2017,Macho,.74425924,.052802622,.03929884,Vacacion,26000,25519.527,6493.71,Resumen Gran Venta Estrellas,https://www.turfdiario.com/resumen-gran-venta-estrellas/,37,402432,2019,"3 jul, 2019"
tiempos de cambio,roman ruler,tapetina,29sep2017,Macho,.76287675,.083972931,.064060993,Vacacion,18000,17667.365,2757.8975,Resumen Gran Venta Estrellas,https://www.turfdiario.com/resumen-gran-venta-estrellas/,4,402435,2019,"3 jul, 2019"
bellas palabras,roman ruler,best vendimia,29sep2017,Hembra,.60531896,.047190767,.028565466,Vacacion,16000,15678.939,5488.7744,Resumen Gran Venta Otono Haras Vacacion Y Haras Abolengo,https://www.turfdiario.com/resumen-gran-venta-otono-haras-vacacion-y-haras-abolengo/,7,402436,2019,"30 apr, 2019"
taxi dancer,remote,tancreda,25sep2017,Macho,.77507484,.16263849,.126057,Vacacion,12000,11713.281,929.20514,Gran Venta Guineas  Resumen,https://www.turfdiario.com/gran-venta-guineas-resumen/,23,402440,2019,"31 jul, 2019"
tagless,treasure beach,tamora,25sep2017,Hembra,.65841645,.068105467,.044841759,Vacacion,12000,11759.205,2622.3782,Resumen Gran Venta Otono Haras Vacacion Y Haras Abolengo,https://www.turfdiario.com/resumen-gran-venta-otono-haras-vacacion-y-haras-abolengo/,31,402441,2019,"30 apr, 2019"
virtual image,roman ruler,vida nocturna,25sep2017,Hembra,.65635586,.044960815,.029510295,Vacacion,33000,32390.168,10975.888,Resumen Gran Venta Estrellas,https://www.turfdiario.com/resumen-gran-venta-estrellas/,9,402442,2019,"3 jul, 2019"
web browser,roman ruler,wintering,23sep2017,Hembra,.67601466,.044090223,.029805636,Vacacion,26000,25519.527,8561.9805,Resumen Gran Venta Estrellas,https://www.turfdiario.com/resumen-gran-venta-estrellas/,16,402443,2019,"3 jul, 2019"
mustang craf,mastercraftsman,muequita nistel,30oct2017,Macho,.65604579,.068762168,.045111131,NN Criador,38000,37461.32,8304.2295,Gran Venta Copa Mayo / Junio  Mastercraftsman  Resumen,https://www.turfdiario.com/gran-venta-copa-mayo-junio-mastercraftsman-resumen/,111,402480,2019,"4 jun, 2019"
elvis craf,mastercraftsman,rockera roma,30oct2017,Macho,.6815325,.048430178,.033006739,NN Criador,30000,29574.727,8960.209,Gran Venta Copa Mayo / Junio  Mastercraftsman  Resumen,https://www.turfdiario.com/gran-venta-copa-mayo-junio-mastercraftsman-resumen/,112,402481,2019,"4 jun, 2019"
la fidelisima,mastercraftsman,pulpit lingerie,30oct2017,Hembra,.6952008,.063368537,.044053856,Firmamento,27000,24989.281,5672.439,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento-2/,40,402483,2019,"24 sep, 2019"
bunny key,key deputy,bunny emper,31oct2017,Hembra,.71594512,.10709246,.076672323,Firmamento,470000,10867.052,1417.3369,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,41,402484,2019,"5 apr, 2019"
traviesa key,key deputy,miss trevisa,29oct2017,Hembra,.72158229,.097109355,.07007239,Firmamento,550000,12716.763,1814.8036,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,40,402485,2019,"5 apr, 2019"
tilky key,key deputy,tilly glory,31oct2017,Macho,.73377347,.086906977,.063770033,Firmamento,500000,11560.693,1812.8724,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,23,402487,2019,"5 apr, 2019"
master grand,mastercraftsman,grand coquette,31oct2017,Macho,.61629343,.1239179,.076369785,NN Criador,35000,34503.848,4517.9971,Gran Venta Copa Mayo / Junio  Mastercraftsman  Resumen,https://www.turfdiario.com/gran-venta-copa-mayo-junio-mastercraftsman-resumen/,113,402488,2019,"4 jun, 2019"
tintin craf,mastercraftsman,tita gulch,01nov2017,Macho,.61122096,.050720423,.031001385,NN Criador,40000,39432.969,12719.744,Gran Venta Copa Mayo / Junio  Mastercraftsman  Resumen,https://www.turfdiario.com/gran-venta-copa-mayo-junio-mastercraftsman-resumen/,114,402489,2019,"4 jun, 2019"
horse key,key deputy,miss trova,01nov2017,Macho,.78423423,.085806698,.067292549,Firmamento,650000,15028.901,2233.3679,Resumen Gran Venta Productos 2017 Key Deputy  Firmamento,https://www.turfdiario.com/resumen-gran-venta-productos-2017-key-deputy-firmamento/,24,402491,2019,"5 apr, 2019"
embrujado craf,mastercraftsman,la embrujada,03nov2017,Macho,.71533114,.037640154,.026925175,Firmamento,28000,25914.809,9624.75,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento-2/,13,402493,2019,"24 sep, 2019"
master show,mastercraftsman,vedette gulch,01nov2017,Macho,.6937533,.03963143,.027494436,Firmamento,32000,29616.924,10771.97,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento-2/,12,402495,2019,"24 sep, 2019"
hidayat,orpen,hipodamia,09nov2017,Hembra,.59537846,.037932776,.022584358,La Providencia,11000,10689.313,4733.0605,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,4,402617,2019,"31 may, 2019"
giovanetta,orpen,girlie,08nov2017,Hembra,.58305711,.064352892,.037521411,La Providencia,34000,33039.695,8805.5576,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,3,402618,2019,"31 may, 2019"
energetics,cityscape,enfeite,07nov2017,Macho,.7390185,.044289179,.032730523,La Providencia,6000,5830.5347,1781.3754,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,10,402619,2019,"31 may, 2019"
goose grey,key deputy,going,31oct2017,Macho,.8007552,.090240635,.072260655,La Providencia,18000,17491.604,2420.6262,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,6,402620,2019,"31 may, 2019"
right on,treasure beach,right fula,01nov2017,Macho,.71667391,.090384223,.064776011,La Providencia,21000,20406.871,3150.3748,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,26,402621,2019,"31 may, 2019"
domingas,treasure beach,dorff,30sep2017,Hembra,.70427561,.11352786,.079954907,La Providencia,6000,5830.5347,729.22784,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,27,402622,2019,"31 may, 2019"
jiggs,cityscape,jiu jitsu,12nov2017,Macho,.74179816,.033782214,.025059585,La Providencia,8500,8259.9238,3296.1135,Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen/,12,402623,2019,"31 may, 2019"
angelicci,angiolo,brandha,08oct2017,Macho,.83369505,.097956933,.081666209,El Paraiso,640000,14174.972,1735.7206,Gran Venta Seleccion Haras El Paraiso  Resumen,https://www.turfdiario.com/gran-venta-seleccion-haras-el-paraiso-resumen/,26,402644,2019,"5 may, 2019"
twalen,roman ruler,twilight moon,13oct2017,Macho,.59278417,.040731464,.024144966,Santa Ines,9000,8511.127,3525.011,Resumen Venta Copa Agosto,https://www.turfdiario.com/resumen-venta-copa-agosto/,29,402688,2019,"28 aug, 2019"
tulkarem,catcher in the rye,tully crown,12oct2017,Macho,.65661401,.037025634,.02431155,Santa Ines,30000,29341.566,12068.982,Venta Copa Mayo / Junio  Resumen,https://www.turfdiario.com/venta-copa-mayo-junio-resumen/,33,402689,2019,"15 may, 2019"
harlem blues,orpen,handprint,10oct2017,Macho,.58645767,.0680608,.039914779,Santa Ines,45000,44012.348,11026.579,Venta Copa Mayo / Junio  Resumen,https://www.turfdiario.com/venta-copa-mayo-junio-resumen/,17,402692,2019,"15 may, 2019"
marignac,equal stripes,marina romea,10oct2017,Macho,.48666057,.04251264,.020689227,Santa Ines,29000,28363.514,13709.315,Venta Copa Mayo / Junio  Resumen,https://www.turfdiario.com/venta-copa-mayo-junio-resumen/,13,402693,2019,"15 may, 2019"
lemonchelo,hurricane cat,limonium,17oct2017,Macho,.68517387,.032211497,.022070477,De La Pomme,470000,10206.298,4624.4121,Gran Venta De Mayo  Resumen,https://www.turfdiario.com/gran-venta-de-mayo-resumen/,9,402736,2019,"26 may, 2019"
che maciza,greenspring,arnprior,26oct2017,Hembra,.64466733,.032941952,.0212366,Vikeda,520000,11491.713,5411.2769,Gran Venta Productos 2017 Haras Vikeda  Resumen,https://www.turfdiario.com/gran-venta-productos-2017-haras-vikeda-resumen/,15,402814,2019,"30 apr, 2019"
che bandolero,greenspring,by royal design,24oct2017,Macho,.61911142,.042896092,.02655746,Vikeda,350000,7734.8066,2912.4797,Gran Venta Productos 2017 Haras Vikeda  Resumen,https://www.turfdiario.com/gran-venta-productos-2017-haras-vikeda-resumen/,26,402817,2019,"30 apr, 2019"
