name,padrillo,M,birth_eday,sex,PR,PS,PRS,Haras,value,valueUSDB,pricePerBp,title,source,auctionOrder,studbook_id,year,date
emotions forever,treasure beach,mixed emotions,14aug2016,Macho,.633892,.031791177,.020152172,Aitue,70000,2352.9412,1167.5869,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,17,358672,2018,"15 aug, 2018"
ideocratica,remote,idocrase,12jul2016,Hembra,.60186732,.052127294,.031373713,Vacacion,350000,12398.158,3951.7664,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,34,358679,2018,"31 jul, 2018"
dibaba,remote,debouche,21jul2016,Hembra,.61851084,.078580044,.048602611,Vacacion,250000,8855.8271,1822.0887,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,36,358682,2018,"31 jul, 2018"
gran sabayon,sabayon,impresionable,29jul2016,Macho,.73035371,.031316295,.022871973,Las Camelias,56000,1454.5454,635.95099,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,39,358688,2018,"13 sep, 2018"
noche de birras,pure prize,noche de estrellas,02aug2016,Hembra,.58286518,.060340412,.035170324,Carampangue,1500000,38839.98,11043.396,Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,19,358703,2018,"20 sep, 2018"
suggestions,suggestive boy,sainte chapelle,30jul2016,Hembra,.43262264,.03947391,.017077306,Carampangue,300000,7767.9961,4548.7246,Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,28,358716,2018,"20 sep, 2018"
miss orpen,orpen,miss for sale,07jul2016,Hembra,.48919976,.048784491,.023865361,Carampangue,170000,4401.8643,1844.4574,Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,16,358733,2018,"20 sep, 2018"
bell scape,cityscape,bell top,04jul2016,Hembra,.62003636,.068588115,.042527124,Firmamento,370000,9706.1914,2282.353,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,45,358756,2018,"26 sep, 2018"
florete de oro,suggestive boy,flor de noche,11aug2016,Macho,.4598859,.050939776,.023426484,Carampangue,310000,8026.9292,3426.4336,Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,5,358820,2018,"20 sep, 2018"
pink dress,suggestive boy,pink pony,06aug2016,Hembra,.37868339,.046147563,.017475314,Carampangue,300000,7767.9961,4445.125,Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,21,358821,2018,"20 sep, 2018"
worry gone,dont worry,stormy gone,08aug2016,Macho,.63886672,.037150558,.023734255,Los Irlandeses,85000,2857.1428,1203.8055,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,32,358835,2018,"15 aug, 2018"
success always,galicado,success girl,29jul2016,Hembra,.5013203,.046901111,.023512479,Chenaut,80000,2077.9221,883.75287,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,44,358861,2018,"13 sep, 2018"
success always,galicado,success girl,29jul2016,Hembra,.5013203,.046901111,.023512479,Chenaut,88000,2866.4495,1219.1184,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,42,358861,2018,"22 aug, 2018"
don pucho,roman ruler,candeggina,29jul2016,Macho,.74569845,.059871629,.044646181,Vacacion,470000,16648.955,3729.0884,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,1,358867,2018,"31 jul, 2018"
quorn,curlinello,quizas,26jul2016,Hembra,.71124154,.042668503,.030347612,Orilla Del Monte,42000,43376.23,14293.128,Gran Venta Fallow Pellegrini  Resumen,https://www.turfdiario.com/gran-venta-fallow-pellegrini-resumen/,9,358905,2018,"7 Dec, 2018"
talent girl,cima de triomphe,true talent,09aug2016,Hembra,.64293599,.036954235,.023759209,Orilla Del Monte,30000,30983.023,13040.428,Gran Venta Fallow Pellegrini  Resumen,https://www.turfdiario.com/gran-venta-fallow-pellegrini-resumen/,5,358907,2018,"7 Dec, 2018"
nicholson,most improved,nubilis,21aug2016,Macho,.61542362,.025229556,.015526865,Razza Dormello Olgiata,64000,1662.3376,1070.6202,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,43,358972,2018,"13 sep, 2018"
ruffino,indy point,renee dubois,25jul2016,Macho,.71001029,.030635064,.02175121,Razza Dormello Olgiata,72000,1870.1299,859.78198,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,42,358973,2018,"13 sep, 2018"
joy murcialist,fortify,burg mulish,15jul2016,Hembra,.66795206,.12235357,.08172632,La Biznaga,330000,11055.276,1352.7192,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,95,359047,2018,"17 aug, 2018"
joy malaika,fortify,shy mandona,11jul2016,Hembra,.64325339,.094106466,.060534302,La Biznaga,180000,6030.1509,996.15436,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,98,359078,2018,"17 aug, 2018"
joy kiwa,fortify,giant knitter,18jul2016,Hembra,.68588841,.13909119,.095401041,La Biznaga,450000,15075.377,1580.2109,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,62,359080,2018,"17 aug, 2018"
joy lucuma,fortify,dale lunfa,23jul2016,Hembra,.74390084,.089184009,.06634406,La Biznaga,720000,24120.604,3635.6841,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,74,359082,2018,"17 aug, 2018"
distinguida gist,campanologist,distinguida fitz,23jul2016,Hembra,.70911533,.059013058,.041847065,Firmamento,390000,10230.851,2444.8191,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,42,359085,2018,"26 sep, 2018"
joy tesalina,fortify,thundery terrific,15aug2016,Hembra,.64147675,.16180344,.10379314,La Biznaga,930000,31155.779,3001.7185,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,82,359102,2018,"17 aug, 2018"
bermejo joy,fortify,south berk,13aug2016,Macho,.81628758,.17187753,.1403015,La Biznaga,1350000,45226.129,3223.4958,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,61,359104,2018,"17 aug, 2018"
grey joy,fortify,stormy greta,13aug2016,Macho,.76853061,.16185699,.12439205,La Biznaga,270000,9045.2256,727.1546,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,100,359105,2018,"17 aug, 2018"
joy doctrina,fortify,south dorotea,28jul2016,Hembra,.68153453,.1209809,.082452655,La Biznaga,450000,15075.377,1828.3677,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,73,359109,2018,"17 aug, 2018"
barbour girl,exchange rate,barbie girl,01aug2016,Hembra,.62612021,.075499609,.047271833,Abolengo,1120000,36482.082,7717.5098,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,3,359160,2018,"22 aug, 2018"
declarada inocente,treasure beach,declaratoria,05aug2016,Hembra,.69585127,.051012386,.035497032,Abolengo,120000,3908.7947,1101.161,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,11,359174,2018,"22 aug, 2018"
impala girl,asiatic boy,imperial girl,07aug2016,Hembra,.63364136,.029735822,.018841848,Abolengo,400000,10389.61,5514.1143,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,12,359181,2018,"13 sep, 2018"
boudicea,equal stripes,boudica,08aug2016,Hembra,.52041543,.036849409,.019177001,Abolengo,720000,23452.768,12229.633,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,2,359182,2018,"22 aug, 2018"
sarafina stripes,equal stripes,navratna,17jul2016,Hembra,.58502674,.052983053,.030996503,Estancia La Josefina,160000,5211.7261,1681.3916,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,29,359194,2018,"22 aug, 2018"
la remota,remote,la visitacion,16jul2016,Hembra,.6042046,.083595544,.050508812,Vacacion,270000,9564.2939,1893.5891,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,35,359248,2018,"31 jul, 2018"
joy besonia,fortify,besuqueira sand,23aug2016,Hembra,.69092029,.13696446,.094631523,La Biznaga,210000,7035.1758,743.42834,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,14,359270,2018,"17 aug, 2018"
valaco rye,catcher in the rye,stormy vagabond,22jul2016,Macho,.81295174,.075216308,.061147228,La Biznaga,300000,10050.251,1643.6151,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,52,359275,2018,"17 aug, 2018"
winter guest,city banker,stormy timida,31aug2016,Macho,.70279568,.064594164,.045396499,El Gusy,256000,6649.3506,1464.7277,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,26,359436,2018,"13 sep, 2018"
windy land,city banker,win races,10aug2016,Hembra,.61708039,.040348679,.024898378,El Gusy,76000,1974.026,792.83319,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,27,359437,2018,"13 sep, 2018"
che corredor,manipulator,stormy mailgirl,05sep2016,Macho,.71880203,.048600789,.034934346,Los Lirios,350000,11764.706,3367.6619,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,6,359450,2018,"15 aug, 2018"
che maquina,violence,runfromthestorm,29aug2016,Hembra,.64279765,.08358676,.053729374,Los Lirios,270000,9075.6299,1689.1375,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,12,359451,2018,"15 aug, 2018"
infanta romana,roman ruler,infanta real,07aug2016,Hembra,.64571929,.041462243,.02677297,Vacacion,300000,10626.993,3969.2993,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,27,359455,2018,"31 jul, 2018"
barshim,remote,bastillana,07aug2016,Macho,.71979672,.068321735,.049177762,Vacacion,160000,5667.7295,1152.4984,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,14,359457,2018,"31 jul, 2018"
vetrato,remote,vendimia pin,05aug2016,Macho,.6980266,.090794601,.063377045,Vacacion,650000,23025.15,3633.0425,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,13,359458,2018,"31 jul, 2018"
tradizionale,hurricane cat,taquera,31jul2016,Macho,.70193523,.062724032,.044028208,Vacacion,750000,26567.482,6034.1958,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,21,359463,2018,"31 jul, 2018"
glory scape,cityscape,queen and glory,29jul2016,Hembra,.67939401,.071943961,.048878297,Firmamento,250000,6558.2373,1341.7483,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,46,359477,2018,"26 sep, 2018"
bamba city,cityscape,thunder bamba,30jul2016,Macho,.78982961,.13177663,.10408109,Firmamento,370000,9706.1914,932.56055,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,22,359479,2018,"26 sep, 2018"
ritmo exotico,remote,exotic celebre,30jul2016,Macho,.71125382,.09740217,.069277667,Firmamento,280000,7345.2256,1060.2588,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,9,359480,2018,"26 sep, 2018"
rimout party,remote,fiestera roma,31jul2016,Hembra,.70173544,.057094503,.040065236,Firmamento,470000,12329.486,3077.3528,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,33,359481,2018,"26 sep, 2018"
noche de copas,suggestive boy,noche oscura,20aug2016,Hembra,.56069952,.046455603,.026047634,Carampangue,780000,20196.789,7753.79,Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,20,359492,2018,"20 sep, 2018"
tomi treasure,treasure beach,re exalsa,02sep2016,Macho,.7082721,.017549133,.012429561,Aitue,90000,3025.2102,2433.8833,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,42,359565,2018,"15 aug, 2018"
educado soy,galicado,editina,10aug2016,Macho,.66586882,.05999288,.039947387,Abolengo,160000,5211.7261,1304.6476,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,24,359572,2018,"22 aug, 2018"
pop fun,expressive halo,pop funky,10aug2016,Macho,.56009269,.07041692,.039440002,Abolengo,72000,2345.2769,594.64423,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,21,359574,2018,"22 aug, 2018"
marcia o,equal stripes,marciana,12aug2016,Hembra,.54541159,.053259395,.029048292,Abolengo,720000,18701.299,6438.0029,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,9,359578,2018,"13 sep, 2018"
eterna liz,lizard island,eternal sun,16aug2016,Hembra,.62549281,.04697844,.029384676,Abolengo,320000,10423.452,3547.2407,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,6,359582,2018,"22 aug, 2018"
reinhardt rye,catcher in the rye,burg rein,26aug2016,Macho,.65291786,.07434234,.048539441,La Biznaga,750000,25125.627,5176.332,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,77,359653,2018,"17 aug, 2018"
ibarama,suggestive boy,ibiza cap,13aug2016,Hembra,.52412409,.034519158,.018092323,Pozo De Luna,104000,3387.6221,1872.4086,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,35,359665,2018,"22 aug, 2018"
halo mars,cima de triomphe,halo sun,03aug2016,Macho,.81477869,.069753751,.056833871,Santa Ines,130000,3366.1316,592.27563,Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,7,359676,2018,"20 sep, 2018"
handanovich,exchange rate,handprint,02aug2016,Macho,.70212698,.094352297,.066247292,Santa Ines,550000,14241.326,2149.7219,Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,8,359677,2018,"20 sep, 2018"
la manganeta,indy point,la entretenida,02aug2016,Hembra,.71380025,.073562101,.052508645,Chenaut,88000,2866.4495,545.90051,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,41,359700,2018,"22 aug, 2018"
camp de peru,campanologist,de peru,07aug2016,Hembra,.58830935,.03883465,.022846788,Firmamento,270000,7082.8965,3100.1716,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,43,359766,2018,"26 sep, 2018"
diaman nistel,van nistelrooy,diamond fitz,09aug2016,Hembra,.68932247,.079774223,.054990165,Firmamento,430000,11280.168,2051.3064,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,23,359771,2018,"26 sep, 2018"
camp holland,campanologist,queen holland,15aug2016,Macho,.60303169,.087325305,.052659925,Firmamento,420000,11017.839,2092.2625,Resumen Gran Venta Primavera Haras Firmamento,https://www.turfdiario.com/resumen-gran-venta-primavera-haras-firmamento/,16,359783,2018,"26 sep, 2018"
so so cool,sebi halo,split second,05sep2016,Hembra,.85154152,.1128548,.096100546,El Paraiso,162000,3892.3596,405.02991,Resumen Gran Venta Anual Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-anual-haras-el-paraiso/,99,359793,2019,"24 mar, 2019"
locke,roman ruler,la musical,15aug2016,Macho,.67923599,.082368933,.055947945,Vacacion,400000,14169.323,2532.5906,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,3,359818,2018,"31 jul, 2018"
inessa,remote,indian got,11aug2016,Hembra,.51233643,.036008224,.018448325,Vacacion,210000,7438.895,4032.2876,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,37,359821,2018,"31 jul, 2018"
gabyto cat,hurricane cat,gabana,29aug2016,Macho,.62120944,.054700717,.033980601,La Yangonea,180000,6050.4204,1780.5514,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,27,359905,2018,"15 aug, 2018"
impressive boy,asiatic boy,impressive stripe,23aug2016,Macho,.61963034,.025418421,.015750024,Abolengo,264000,8599.3486,5459.8955,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,18,360050,2018,"22 aug, 2018"
elegante jack,galicado,eleganza pop,23aug2016,Macho,.6756202,.046566565,.031461313,Abolengo,80000,2077.9221,660.46899,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,5,360051,2018,"13 sep, 2018"
ilusion pampa,exchange rate,iluminativa,24aug2016,Hembra,.55725825,.054829627,.030554263,Abolengo,800000,20779.221,6800.7598,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,10,360056,2018,"13 sep, 2018"
mandarino dulce,lizard island,mandarin flight,28aug2016,Macho,.72149932,.07586918,.054739561,Abolengo,224000,7296.417,1332.9331,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,17,360061,2018,"22 aug, 2018"
tabina,remote,la tavola,10aug2016,Hembra,.54548162,.021931149,.011963039,Embrujo,150000,5042.0166,4214.6621,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,12,360063,2018,"15 aug, 2018"
joy malibu,fortify,stormy mandas,02sep2016,Hembra,.69183564,.1222475,.084575176,La Biznaga,690000,23115.578,2733.1399,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,48,360155,2018,"17 aug, 2018"
joy dorsia,fortify,stormy dora,08sep2016,Hembra,.74138427,.10363851,.076835968,La Biznaga,360000,12060.302,1569.6167,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,28,360158,2018,"17 aug, 2018"
olek joy,fortify,te olvide,09sep2016,Macho,.71617413,.10837077,.07761234,La Biznaga,390000,13065.326,1683.4083,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,80,360162,2018,"17 aug, 2018"
polaca,asiatic boy,polarizada,31aug2016,Hembra,.60663259,.025275059,.015332675,Abolengo,720000,23452.768,15295.94,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,9,360204,2018,"22 aug, 2018"
dance on the sea,exchange rate,dancing partner,03sep2016,Hembra,.53521132,.038763933,.020746896,Abolengo,720000,23452.768,11304.229,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,5,360210,2018,"22 aug, 2018"
indistintamente,expressive halo,indistinta,06sep2016,Hembra,.49202311,.030228741,.014873239,Abolengo,216000,7035.8306,4730.5303,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,13,360217,2018,"22 aug, 2018"
ariley,aristocity,eclipsadora west,06aug2016,Hembra,.60558975,.040719949,.024659583,Estancia La Josefina,80000,2605.863,1056.7344,Resumen Gran Venta Fallow Pollas,https://www.turfdiario.com/resumen-gran-venta-fallow-pollas-2/,33,360278,2018,"22 aug, 2018"
lady winter,curlinello,lazes lady,21sep2016,Hembra,.6459251,.029265838,.018903539,Orilla Del Monte,24000,24786.418,13112.052,Gran Venta Fallow Pellegrini  Resumen,https://www.turfdiario.com/gran-venta-fallow-pellegrini-resumen/,7,360281,2018,"7 Dec, 2018"
kandanur,exchange rate,katy rose,23aug2016,Macho,.68470013,.085557371,.058581144,Santa Ines,600000,15535.992,2652.0466,Resumen Venta Productos Carampangue Y Santa Ines,https://www.turfdiario.com/resumen-venta-productos-carampangue-y-santa-ines/,11,360379,2018,"20 sep, 2018"
triturador cat,hurricane cat,tripartita,29aug2016,Macho,.64504045,.032789458,.021150526,Ona Zaldi,160000,5378.1514,2542.7979,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,2,360381,2018,"15 aug, 2018"
joy naif,fortify,stormy ninfa,30aug2016,Hembra,.75868976,.082200095,.06236437,La Biznaga,1140000,38190.953,6123.8418,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,57,360467,2018,"17 aug, 2018"
vardon joy,fortify,south vagabunda,17sep2016,Macho,.75624245,.13137834,.09935388,La Biznaga,870000,29145.729,2933.5269,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,53,360468,2018,"17 aug, 2018"
joy velika,fortify,versista inc,15sep2016,Hembra,.75772029,.092749961,.070278525,La Biznaga,330000,11055.276,1573.066,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,76,360470,2018,"17 aug, 2018"
joy puzzy,fortify,south publica,10sep2016,Hembra,.70205265,.12388979,.086977154,La Biznaga,1110000,37185.93,4275.3677,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,60,360471,2018,"17 aug, 2018"
maha oro,orpen,south marshy,08sep2016,Hembra,.66181618,.071862169,.047559544,La Biznaga,690000,23115.578,4860.3447,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,84,360472,2018,"17 aug, 2018"
cefiso,roman ruler,cruzzina,19aug2016,Macho,.72901481,.067354098,.049102135,Vacacion,360000,12752.392,2597.1155,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,4,360506,2018,"31 jul, 2018"
cyber cafe,remote,callia,22aug2016,Macho,.73421252,.072457172,.053198963,Vacacion,750000,26567.482,4993.9849,Resumen Venta Invierno Haras Vacacion,https://www.turfdiario.com/resumen-venta-invierno-haras-vacacion/,15,360517,2018,"31 jul, 2018"
shining horse,horse greeley,lady shy,19aug2016,Macho,.60422999,.026831735,.01621254,Varias Procedencias,140000,4705.8823,2902.6189,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,20,360583,2018,"15 aug, 2018"
magic horse,horse greeley,lady canel,30aug2016,Macho,.62895209,.024355372,.015318362,La Leyenda,56000,1454.5454,949.5437,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,32,360584,2018,"13 sep, 2018"
magic horse,horse greeley,lady canel,30aug2016,Macho,.62754953,.024746539,.015529679,Varias Procedencias,80000,2689.0757,1731.5719,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,28,360584,2018,"15 aug, 2018"
catch in proud,catcher in the rye,proud roma,26aug2016,Macho,.66737801,.054659165,.036478326,Los Prados,250000,8403.3613,2303.6587,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,7,360586,2018,"15 aug, 2018"
go for exit,flesh for fantasy,fire exit,01sep2016,Hembra,.50451982,.014450835,.0072907326,Don Yayo,48000,1246.7533,1710.0521,Resumen Gran Venta Fallow Septiembre,https://www.turfdiario.com/resumen-gran-venta-fallow-septiembre/,30,360602,2018,"13 sep, 2018"
suggestive black,suggestive boy,baraca nistel,21aug2016,Macho,.6350379,.056015879,.035572205,San Lorenzo De Areco,160000,5378.1514,1511.8971,Resumen Venta Copa Agosto  Tattersall De Palermo,https://www.turfdiario.com/resumen-venta-copa-agosto-tattersall-de-palermo/,15,360679,2018,"15 aug, 2018"
dubai night,asiatic boy,hydrant,27aug2016,Hembra,.48719063,.0091953091,.0044798683,NN Criador,16000,15764.591,35189.852,Resumen Gran Venta Fallow Latinoamericano,https://www.turfdiario.com/resumen-gran-venta-fallow-latinoamericano/,20,360685,2019,"20 mar, 2019"
muzdaheera,asiatic boy,asian influence,11sep2016,Hembra,.61206204,.02059258,.012603936,NN Criador,68000,66999.516,53157.613,Resumen Gran Venta Fallow Latinoamericano,https://www.turfdiario.com/resumen-gran-venta-fallow-latinoamericano/,21,360694,2019,"20 mar, 2019"
joy madlen,fortify,giant marked,20sep2016,Hembra,.66878819,.16943856,.1133185,La Biznaga,1050000,35175.879,3104.1602,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,83,360758,2018,"17 aug, 2018"
hosarsiph joy,fortify,chispita holiday,18sep2016,Macho,.72369766,.13170971,.095318012,La Biznaga,690000,23115.578,2425.1008,Resumen  Liquidacion Total La Biznaga Productos 2016  Lote 2,https://www.turfdiario.com/resumen-liquidacion-total-la-biznaga-productos-2016-lote-2/,88,360759,2018,"17 aug, 2018"
